,Mean,data,for,UKR,Province=,2:,"Chernihiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.137,269.41,","67.34,","29.96,",48.65,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.118,266.69,","60.84,","35.75,",48.29,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.102,263.56,","54.50,","43.52,",49.01,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.093,260.21,","54.53,","52.62,",53.57,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.081,255.82,","49.96,","66.64,",58.3,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.070,250.72,","43.60,","81.39,",62.5,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.060,247.32,","37.79,","86.87,",62.33,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.051,249.18,","30.00,","89.18,",59.59,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.052,252.08,","29.00,","86.28,",57.64,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.053,254.52,","26.49,","84.98,",55.74,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.055,256.51,","23.81,","83.82,",53.82,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.056,258.16,","21.34,","81.71,",51.52,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.056,259.19,","18.33,","82.13,",50.23,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.445,293.77,","47.24,","62.94,",55.09,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.444,293.91,","46.57,","64.32,",55.44,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.453,294.62,","52.48,","61.74,",57.11,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.456,295.19,","58.27,","60.29,",59.28,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.449,295.58,","64.20,","62.99,",63.59,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.443,295.52,","64.90,","62.62,",63.76,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.436,295.38,","65.35,","60.27,",62.81,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.426,295.02,","64.57,","55.40,",59.98,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.426,294.65,","69.13,","44.72,",56.93,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.418,293.92,","71.48,","36.52,",54.0,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.397,292.87,","69.65,","31.39,",50.52,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.373,291.21,","69.15,","32.59,",50.87,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.345,288.91,","66.16,","41.49,",53.83,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.318,286.59,","63.52,","48.62,",56.07,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.292,284.63,","61.84,","48.10,",54.97,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.264,282.87,","59.74,","43.47,",51.6,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.239,280.64,","60.46,","45.26,",52.86,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.216,278.66,","62.91,","39.99,",51.45,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.190,276.21,","63.10,","35.85,",49.47,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.157,272.49,","57.03,","43.66,",50.35,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.130,268.35,","50.74,","50.43,",50.58,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.113,265.22,","48.65,","52.24,",50.45,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.099,263.13,","45.94,","52.30,",49.12,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.084,261.36,","39.27,","53.03,",46.15,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.073,259.66,","36.60,","55.11,",45.86,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.070,259.13,","39.65,","53.63,",46.64,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.068,258.63,","42.53,","52.92,",47.73,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.067,258.43,","46.87,","49.84,",48.36,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.067,259.07,","45.43,","46.78,",46.1,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.065,258.46,","41.21,","51.52,",46.37,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.064,257.82,","39.99,","57.23,",48.61,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.058,256.77,","34.88,","65.44,",50.16,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.052,256.38,","28.16,","72.30,",50.23,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.051,257.05,","23.99,","77.68,",50.84,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.052,258.49,","21.73,","80.19,",50.96,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.056,260.01,","21.10,","80.34,",50.72,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.060,261.88,","19.77,","79.59,",49.68,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.071,264.67,","21.51,","75.19,",48.35,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.090,268.79,","26.26,","68.58,",47.42,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.117,273.29,","32.81,","62.70,",47.75,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.146,277.99,","38.41,","54.61,",46.51,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.174,281.98,","39.32,","50.32,",44.82,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.203,284.60,","39.22,","53.42,",46.32,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.235,286.21,","38.80,","63.47,",51.13,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.274,287.98,","40.70,","67.06,",53.88,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.321,290.33,","44.91,","61.01,",52.96,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.369,292.63,","52.15,","51.50,",51.83,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.410,294.29,","58.70,","43.36,",51.03,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.436,294.90,","61.55,","41.60,",51.57,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.464,294.87,","61.89,","50.90,",56.39,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.473,294.87,","65.17,","55.50,",60.34,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.479,294.98,","69.18,","57.07,",63.13,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.487,295.47,","75.36,","54.71,",65.03,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.487,295.79,","78.20,","54.95,",66.57,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.481,296.06,","79.07,","56.14,",67.6,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.472,295.90,","77.73,","60.15,",68.94,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.471,296.09,","80.92,","57.25,",69.08,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.470,296.17,","83.44,","52.39,",67.92,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.463,296.16,","83.48,","43.09,",63.28,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.455,295.99,","83.28,","28.95,",56.11,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.443,295.45,","83.32,","18.34,",50.83,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.427,294.67,","83.49,","11.90,",47.7,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.409,293.68,","85.99,","7.25,",46.62,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.387,292.45,","86.65,","4.13,",45.39,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.363,290.79,","85.97,","3.07,",44.52,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.341,288.12,","87.25,","6.87,",47.06,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.315,285.76,","87.80,","8.06,",47.93,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.286,283.36,","86.75,","12.95,",49.85,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.253,280.66,","84.33,","19.25,",51.79,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.219,277.96,","81.05,","20.23,",50.64,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.179,274.79,","71.98,","26.38,",49.18,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.144,271.43,","61.27,","31.60,",46.43,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.117,268.19,","52.29,","36.96,",44.62,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.096,264.71,","44.06,","45.33,",44.69,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.083,261.84,","39.29,","51.18,",45.24,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.078,260.74,","41.32,","50.81,",46.07,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.074,259.87,","42.96,","50.59,",46.77,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.070,258.97,","43.58,","51.55,",47.56,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.068,257.41,","47.82,","54.65,",51.23,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.070,257.31,","48.54,","55.11,",51.83,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.070,257.87,","46.98,","54.51,",50.74,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.067,257.50,","43.91,","59.12,",51.52,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.063,257.86,","40.41,","61.85,",51.13,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.058,258.39,","33.19,","65.20,",49.19,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.056,259.70,","27.77,","67.67,",47.72,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.055,261.43,","23.43,","68.69,",46.06,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.053,262.77,","19.07,","70.24,",44.66,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.057,264.92,","17.77,","68.00,",42.88,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.064,267.89,","17.97,","62.07,",40.02,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.077,271.00,","19.53,","59.34,",39.44,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.099,274.59,","23.62,","56.60,",40.11,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.128,278.86,","29.02,","50.04,",39.53,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.158,282.43,","31.23,","47.71,",39.47,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.190,285.25,","32.51,","49.00,",40.76,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.220,287.63,","31.32,","52.76,",42.04,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.252,289.52,","29.72,","54.97,",42.35,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.287,290.74,","27.36,","58.53,",42.94,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.323,291.58,","26.64,","63.04,",44.84,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.358,292.21,","28.39,","65.45,",46.92,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.389,292.51,","32.41,","66.30,",49.36,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.422,293.21,","41.63,","63.79,",52.71,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.450,294.21,","53.17,","57.82,",55.49,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.472,295.13,","65.23,","52.24,",58.74,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.489,295.80,","76.00,","47.76,",61.88,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.494,296.07,","80.54,","48.31,",64.43,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.487,295.93,","79.73,","53.55,",66.64,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.478,295.74,","77.68,","59.37,",68.52,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.466,295.38,","74.48,","65.11,",69.8,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.453,295.07,","71.37,","67.18,",69.27,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.436,294.65,","65.30,","67.76,",66.53,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.414,293.78,","57.64,","68.59,",63.12,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.397,292.89,","53.57,","65.33,",59.45,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.389,292.02,","56.92,","59.51,",58.21,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.381,291.26,","61.63,","50.18,",55.9,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.372,290.53,","69.13,","40.34,",54.74,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.363,289.40,","76.26,","34.84,",55.55,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.352,288.30,","82.65,","25.84,",54.24,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.334,286.55,","86.67,","22.61,",54.64,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.305,284.43,","85.23,","22.58,",53.91,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.280,282.54,","85.71,","21.48,",53.59,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.255,280.40,","86.92,","21.61,",54.27,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.219,278.05,","81.90,","19.19,",50.54,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.179,275.90,","72.36,","18.03,",45.19,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.144,274.40,","61.87,","12.95,",37.41,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.124,273.58,","58.38,","8.05,",33.22,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.118,273.49,","62.69,","4.79,",33.74,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.113,273.16,","65.15,","3.53,",34.34,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.113,272.22,","76.29,","3.66,",39.98,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.111,271.05,","82.03,","4.11,",43.07,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.107,270.30,","85.78,","4.08,",44.93,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.102,268.93,","88.94,","4.02,",46.48,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.093,267.33,","76.63,","9.96,",43.29,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.086,266.16,","65.22,","17.41,",41.32,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.081,265.41,","58.68,","24.73,",41.71,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.075,264.63,","52.98,","33.69,",43.34,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.072,264.38,","47.13,","40.99,",44.06,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.072,264.69,","41.78,","47.03,",44.4,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.078,266.06,","40.06,","49.01,",44.53,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.092,268.84,","44.20,","43.55,",43.88,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.116,272.76,","53.05,","33.42,",43.24,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.146,276.58,","62.74,","22.32,",42.53,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.173,279.73,","68.62,","18.36,",43.49,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.198,282.75,","73.82,","14.32,",44.07,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.227,285.36,","79.55,","11.04,",45.29,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.252,286.89,","80.37,","15.17,",47.77,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.282,288.52,","79.68,","21.49,",50.59,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.314,290.52,","77.60,","24.86,",51.23,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.349,292.52,","77.20,","23.90,",50.55,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.385,294.31,","77.61,","20.70,",49.16,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.421,295.51,","80.15,","20.88,",50.51,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.449,296.45,","81.91,","20.53,",51.22,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.468,297.11,","81.44,","18.76,",50.1,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.482,297.56,","80.71,","18.13,",49.42,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.488,297.44,","78.00,","22.49,",50.24,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.489,297.13,","75.58,","29.60,",52.59,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.489,297.26,","75.07,","31.73,",53.4,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.487,297.48,","74.94,","33.62,",54.28,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.482,297.27,","75.39,","40.09,",57.74,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.476,297.11,","76.30,","45.94,",61.12,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.465,297.06,","73.81,","49.33,",61.57,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.450,296.87,","69.42,","50.06,",59.74,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.437,296.91,","66.02,","45.18,",55.6,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.421,296.73,","61.75,","37.15,",49.45,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.403,296.17,","57.03,","26.72,",41.88,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.388,295.37,","55.59,","18.52,",37.05,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.375,294.42,","57.93,","12.76,",35.34,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.356,292.95,","60.11,","11.52,",35.82,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.338,291.41,","62.55,","10.10,",36.32,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.316,289.57,","62.03,","10.21,",36.12,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.292,287.55,","61.33,","10.61,",35.97,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.266,285.00,","60.61,","15.81,",38.21,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.233,281.80,","56.06,","31.16,",43.61,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.197,278.17,","49.89,","45.00,",47.45,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.164,274.28,","45.43,","52.50,",48.96,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.131,270.09,","38.15,","60.72,",49.44,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.101,266.45,","28.81,","61.97,",45.39,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.078,263.31,","20.08,","62.56,",41.32,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.065,261.53,","17.17,","59.93,",38.55,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.061,260.64,","18.88,","56.20,",37.54,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.059,260.21,","22.97,","52.96,",37.96,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.066,260.88,","35.27,","46.22,",40.74,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.076,261.85,","51.38,","38.99,",45.19,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.089,263.32,","75.57,","27.38,",51.47,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.103,265.29,","88.01,","17.96,",52.99,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.114,267.11,","93.98,","12.08,",53.03,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.117,268.84,","94.45,","8.96,",51.7,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.117,270.08,","92.05,","10.01,",51.03,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.120,271.36,","88.99,","11.27,",50.13,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.126,273.03,","83.91,","10.19,",47.05,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.132,274.53,","77.51,","9.76,",43.64,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.133,275.56,","70.13,","11.73,",40.93,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.138,276.86,","65.53,","14.37,",39.95,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.152,278.86,","65.75,","11.83,",38.79,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.165,280.55,","64.96,","14.91,",39.93,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.182,282.41,","65.60,","16.59,",41.1,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.208,284.55,","69.90,","16.39,",43.15,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.245,286.72,","76.54,","16.58,",46.56,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.292,288.41,","84.53,","22.25,",53.39,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.334,289.60,","87.13,","33.72,",60.43,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.368,290.67,","86.20,","43.15,",64.68,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.399,291.93,","85.07,","45.98,",65.53,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.422,292.93,","80.77,","48.59,",64.68,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.444,293.68,","78.77,","50.07,",64.42,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.463,294.07,","77.95,","50.41,",64.18,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.480,294.77,","79.27,","47.64,",63.45,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.496,295.65,","83.30,","42.20,",62.75,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.501,295.90,","84.16,","43.68,",63.92,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.503,296.34,","84.76,","41.92,",63.34,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.500,296.87,","83.88,","40.01,",61.95,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.492,296.99,","81.83,","42.90,",62.36,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.485,297.30,","81.76,","44.05,",62.91,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.475,297.63,","79.88,","43.81,",61.84,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.457,296.83,","73.66,","50.36,",62.01,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.446,296.50,","71.44,","49.22,",60.33,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.428,296.70,","66.22,","37.32,",51.77,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.399,295.94,","54.94,","29.24,",42.09,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.366,294.65,","44.23,","27.25,",35.74,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.330,292.80,","35.37,","31.83,",33.6,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.295,290.78,","29.02,","37.28,",33.15,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.268,289.14,","25.61,","38.12,",31.86,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.250,287.80,","26.17,","32.47,",29.32,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.239,286.57,","31.48,","22.44,",26.96,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.228,285.22,","37.67,","12.49,",25.08,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.219,284.00,","47.32,","4.45,",25.88,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.207,282.24,","56.75,","2.99,",29.87,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.189,279.60,","62.80,","5.63,",34.21,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.175,277.19,","69.69,","8.73,",39.21,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.153,274.94,","68.53,","9.72,",39.12,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.125,271.28,","59.68,","19.97,",39.83,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.102,267.36,","49.51,","32.90,",41.21,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.083,263.81,","40.63,","43.00,",41.82,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.068,261.34,","33.00,","48.44,",40.72,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.059,259.54,","28.57,","51.84,",40.2,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.056,258.07,","28.16,","55.00,",41.58,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.049,256.53,","24.71,","57.75,",41.23,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.044,255.85,","18.40,","61.36,",39.88,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.042,256.37,","17.46,","61.38,",39.42,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.041,257.49,","17.06,","59.41,",38.23,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.040,259.10,","18.79,","57.01,",37.9,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.043,261.01,","20.98,","55.01,",38.0,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.049,263.21,","23.65,","53.36,",38.51,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.058,265.37,","26.40,","51.81,",39.1,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.070,267.30,","30.75,","50.44,",40.6,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.087,269.80,","36.04,","47.11,",41.58,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.110,273.48,","42.86,","37.45,",40.16,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.137,277.21,","50.23,","31.32,",40.77,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.166,280.80,","57.65,","25.63,",41.64,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.203,284.18,","67.18,","18.97,",43.08,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.237,287.18,","72.37,","13.67,",43.02,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.268,289.70,","72.10,","12.04,",42.07,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.294,291.54,","67.97,","15.76,",41.87,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.321,293.03,","63.54,","19.56,",41.55,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.352,294.54,","60.66,","19.02,",39.84,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.387,295.61,","61.53,","20.57,",41.05,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.422,296.17,","65.73,","24.04,",44.88,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.451,296.76,","70.76,","22.69,",46.73,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.474,297.68,","75.45,","17.36,",46.41,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.489,298.31,","78.29,","13.98,",46.13,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.495,298.34,","79.86,","16.90,",48.38,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.494,298.15,","78.86,","22.64,",50.75,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.494,298.17,","80.13,","26.82,",53.47,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.487,297.97,","78.83,","33.19,",56.01,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.476,297.62,","76.10,","40.99,",58.54,,,,,,,,,,,,,,,,
