,Mean,data,for,UKR,Province=,6:,"Donets'k,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.080,268.86,","43.67,","34.71,",39.19,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.068,265.53,","41.06,","36.62,",38.84,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.062,262.68,","40.50,","37.56,",39.03,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.057,260.22,","40.49,","38.96,",39.72,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.049,257.19,","40.34,","48.11,",44.23,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.043,252.66,","41.68,","64.11,",52.9,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.038,248.44,","45.00,","76.10,",60.55,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.040,247.26,","45.73,","82.89,",64.31,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.041,248.64,","42.72,","84.22,",63.47,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.044,250.48,","38.14,","83.13,",60.63,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.048,252.93,","36.50,","80.41,",58.46,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.053,255.43,","36.12,","79.05,",57.59,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.062,259.71,","37.44,","77.93,",57.68,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.404,297.18,","67.30,","79.04,",73.17,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.401,296.80,","68.22,","84.98,",76.6,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.407,297.45,","73.70,","81.91,",77.81,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.408,297.84,","77.48,","79.30,",78.39,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.396,298.20,","79.65,","78.27,",78.96,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.386,297.94,","80.02,","80.73,",80.38,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.375,297.69,","80.31,","81.34,",80.82,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.364,297.26,","79.83,","82.40,",81.11,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.358,297.03,","82.77,","79.89,",81.33,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.349,296.76,","86.19,","74.89,",80.54,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.330,296.25,","85.17,","65.31,",75.24,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.314,295.56,","86.01,","52.44,",69.23,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.295,294.06,","86.84,","47.56,",67.2,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.272,292.11,","85.21,","44.78,",64.99,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.251,289.80,","81.64,","44.30,",62.97,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.231,287.64,","79.03,","37.60,",58.32,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.212,285.06,","77.66,","34.22,",55.94,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.192,282.46,","76.43,","30.87,",53.65,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.175,280.44,","75.68,","23.49,",49.59,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.158,277.66,","74.93,","22.17,",48.55,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.144,274.47,","75.29,","23.16,",49.22,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.131,272.12,","75.87,","21.18,",48.53,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.115,269.23,","74.52,","21.60,",48.06,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.099,266.34,","69.46,","22.99,",46.23,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.086,263.33,","67.23,","26.58,",46.9,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.079,261.41,","73.46,","30.99,",52.23,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.072,259.77,","79.88,","36.61,",58.25,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.067,256.75,","89.00,","49.75,",69.37,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.064,253.86,","87.88,","61.86,",74.87,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.058,250.18,","79.28,","74.40,",76.84,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.053,248.16,","69.18,","82.22,",75.7,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.053,247.95,","64.65,","86.55,",75.6,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.052,250.16,","55.59,","83.80,",69.69,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.054,254.59,","48.08,","74.31,",61.2,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.059,259.77,","46.51,","63.11,",54.81,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.069,263.93,","48.55,","57.20,",52.87,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.084,268.31,","52.92,","52.81,",52.86,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.099,272.51,","55.80,","50.49,",53.15,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.115,277.21,","59.11,","44.52,",51.82,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.136,281.45,","63.13,","39.04,",51.09,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.158,285.60,","64.69,","30.54,",47.62,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.186,289.86,","66.90,","22.98,",44.94,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.218,292.62,","68.43,","22.05,",45.24,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.253,294.93,","69.63,","22.08,",45.85,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.292,297.03,","72.29,","22.31,",47.3,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.335,298.89,","76.62,","22.47,",49.54,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.369,300.67,","78.85,","20.15,",49.5,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.393,301.97,","79.49,","18.79,",49.14,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.404,302.29,","75.51,","20.74,",48.13,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.405,301.56,","64.98,","35.18,",50.08,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.400,300.94,","64.75,","46.60,",55.67,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.398,300.52,","66.48,","55.53,",61.01,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.395,300.40,","67.46,","57.78,",62.62,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.395,300.41,","71.21,","57.79,",64.5,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.391,300.57,","74.04,","56.84,",65.44,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.380,300.52,","72.69,","57.77,",65.23,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.372,300.67,","74.13,","56.17,",65.15,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.361,300.88,","73.86,","52.38,",63.12,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.344,301.11,","70.40,","46.87,",58.63,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.322,300.98,","65.41,","42.61,",54.01,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.297,300.32,","59.76,","39.34,",49.55,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.274,299.46,","55.41,","31.44,",43.43,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.253,298.35,","52.79,","22.40,",37.59,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.234,297.11,","52.71,","15.02,",33.86,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.214,295.38,","52.48,","11.25,",31.86,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.196,292.44,","51.79,","16.70,",34.25,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.178,289.52,","51.11,","18.61,",34.86,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.158,286.70,","49.88,","19.04,",34.46,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.139,283.78,","49.38,","20.80,",35.09,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.122,280.33,","48.39,","24.00,",36.2,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.104,276.86,","45.17,","26.29,",35.73,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.088,274.25,","42.65,","24.00,",33.33,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.074,270.93,","39.56,","25.99,",32.78,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.065,267.68,","38.99,","27.90,",33.44,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.061,264.65,","39.38,","30.15,",34.77,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.057,263.70,","40.59,","25.81,",33.2,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.055,263.21,","47.96,","23.80,",35.88,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.054,262.60,","56.48,","23.88,",40.18,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.052,260.84,","69.22,","30.07,",49.64,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.052,259.47,","71.43,","36.44,",53.94,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.050,258.60,","66.53,","41.00,",53.77,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.046,257.04,","57.27,","51.22,",54.25,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.042,254.95,","48.86,","64.89,",56.88,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.038,253.04,","38.28,","76.76,",57.52,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.036,251.90,","29.64,","83.52,",56.58,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.035,251.38,","24.31,","88.88,",56.6,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.036,253.00,","22.05,","90.71,",56.38,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.043,256.73,","23.13,","90.02,",56.58,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.053,263.32,","26.58,","83.51,",55.04,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.068,270.88,","32.04,","68.24,",50.14,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.087,277.32,","37.61,","54.20,",45.91,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.111,282.57,","42.43,","41.39,",41.91,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.141,286.04,","47.60,","36.83,",42.22,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.176,289.32,","52.00,","34.62,",43.31,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.212,291.86,","54.40,","36.60,",45.5,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.251,293.96,","57.33,","41.71,",49.52,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.293,295.99,","60.93,","44.95,",52.94,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.332,297.48,","64.56,","46.00,",55.28,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.364,298.47,","67.34,","46.98,",57.16,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.389,299.15,","68.85,","46.76,",57.8,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.413,299.79,","74.02,","45.96,",59.99,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.427,300.31,","79.73,","47.17,",63.45,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.433,300.72,","84.78,","48.61,",66.7,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.436,301.11,","88.07,","49.35,",68.71,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.435,301.56,","89.20,","46.53,",67.87,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.428,301.99,","88.63,","43.20,",65.91,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.412,302.56,","84.16,","38.56,",61.36,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.390,302.92,","77.51,","35.75,",56.63,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.373,303.48,","74.25,","30.47,",52.36,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.352,303.85,","69.44,","25.34,",47.39,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.329,303.41,","63.11,","25.73,",44.42,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.307,302.29,","57.27,","30.64,",43.96,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.291,300.95,","56.72,","33.61,",45.17,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.276,299.51,","56.68,","31.48,",44.08,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.256,298.23,","55.03,","24.07,",39.55,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.237,296.69,","54.60,","18.96,",36.78,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.216,294.70,","53.78,","17.03,",35.41,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.194,292.24,","50.55,","18.61,",34.58,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.173,289.76,","48.22,","16.26,",32.24,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.153,287.17,","46.87,","15.08,",30.97,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.135,284.09,","47.08,","18.77,",32.93,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.119,280.94,","46.30,","20.75,",33.52,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.099,277.39,","42.26,","24.10,",33.18,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.082,274.11,","38.34,","25.38,",31.86,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.067,271.37,","34.48,","25.07,",29.77,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.059,269.30,","33.40,","22.08,",27.74,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.053,267.31,","31.94,","19.68,",25.81,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.051,265.88,","34.67,","16.59,",25.63,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.053,264.88,","44.19,","16.72,",30.46,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.055,263.99,","57.91,","18.31,",38.11,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.057,263.13,","77.41,","20.53,",48.97,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.056,261.92,","79.09,","26.03,",52.56,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.057,261.64,","78.29,","28.09,",53.19,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.059,262.17,","78.06,","28.97,",53.52,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.067,264.06,","83.83,","26.22,",55.03,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.078,266.73,","86.99,","23.49,",55.24,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.091,270.39,","87.49,","18.94,",53.22,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.103,274.22,","86.05,","14.97,",50.51,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.112,277.70,","83.43,","11.68,",47.55,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.118,280.68,","78.08,","10.52,",44.3,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.126,283.78,","73.99,","8.52,",41.25,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.136,286.71,","71.68,","8.02,",39.85,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.152,289.29,","71.40,","9.54,",40.47,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.167,291.40,","69.14,","9.34,",39.24,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.180,292.77,","64.53,","12.14,",38.34,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.203,294.41,","62.68,","14.93,",38.81,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.237,296.66,","63.58,","13.54,",38.56,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.275,299.07,","65.93,","9.59,",37.76,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.309,301.12,","67.11,","5.92,",36.52,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.336,302.72,","65.71,","3.73,",34.72,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.357,303.95,","64.16,","2.37,",33.26,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.367,304.51,","56.85,","2.21,",29.53,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.367,304.56,","46.32,","4.08,",25.2,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.369,304.63,","43.71,","6.30,",25.01,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.371,304.78,","48.10,","8.66,",28.38,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.370,305.07,","50.88,","10.49,",30.69,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.365,305.39,","50.71,","10.76,",30.73,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.355,305.57,","50.36,","10.97,",30.66,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.346,305.65,","50.58,","11.06,",30.82,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.333,305.87,","49.05,","9.46,",29.25,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.316,305.89,","46.74,","9.23,",27.99,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.300,305.83,","44.36,","8.01,",26.18,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.286,305.65,","41.16,","5.84,",23.5,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.272,305.08,","39.15,","5.18,",22.16,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.261,303.80,","40.37,","6.24,",23.3,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.253,301.89,","43.80,","7.45,",25.63,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.246,299.71,","49.41,","8.63,",29.02,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.244,297.72,","59.29,","8.08,",33.69,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.242,295.80,","69.40,","5.47,",37.43,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.237,293.70,","75.06,","3.45,",39.25,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.226,290.90,","77.46,","4.98,",41.22,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.211,287.83,","78.38,","9.20,",43.79,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.197,284.27,","80.47,","17.31,",48.89,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.180,280.47,","80.52,","23.47,",51.99,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.163,277.26,","79.87,","24.53,",52.2,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.144,274.49,","77.75,","23.21,",50.48,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.124,271.54,","73.31,","23.89,",48.6,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.097,268.17,","63.81,","26.24,",45.02,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.077,265.07,","52.92,","28.31,",40.62,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.063,263.23,","46.52,","26.98,",36.75,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.058,262.95,","51.03,","24.28,",37.65,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.058,263.28,","62.17,","20.40,",41.29,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.057,264.13,","77.26,","14.54,",45.9,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.058,265.13,","78.72,","10.23,",44.47,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.059,266.64,","78.52,","5.05,",41.79,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.060,268.01,","76.27,","2.99,",39.63,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.062,269.16,","74.38,","4.51,",39.45,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.067,271.29,","72.48,","5.90,",39.19,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.071,273.09,","66.33,","9.71,",38.02,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.079,275.21,","65.00,","11.88,",38.44,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.088,277.92,","64.87,","11.01,",37.94,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.100,280.30,","65.42,","11.77,",38.6,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.118,282.97,","69.83,","11.48,",40.66,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.135,285.01,","71.64,","14.48,",43.06,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.162,286.93,","77.22,","18.39,",47.81,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.198,289.06,","84.00,","17.88,",50.94,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.235,290.88,","88.44,","19.12,",53.78,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.278,292.66,","91.67,","21.71,",56.69,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.317,294.12,","92.97,","25.53,",59.25,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.349,295.06,","92.64,","34.05,",63.34,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.376,296.25,","91.94,","41.75,",66.84,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.391,296.59,","87.71,","52.21,",69.96,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.406,297.73,","86.42,","52.63,",69.52,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.419,299.29,","84.16,","45.26,",64.71,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.424,300.45,","80.36,","40.04,",60.2,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.427,301.42,","79.33,","36.49,",57.91,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.420,301.89,","76.80,","37.03,",56.91,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.412,302.58,","74.70,","34.94,",54.82,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.404,303.27,","72.12,","30.40,",51.26,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.391,303.38,","69.17,","30.64,",49.91,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.387,303.73,","71.25,","28.13,",49.69,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.383,304.39,","73.74,","22.43,",48.09,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.369,304.26,","72.24,","23.53,",47.88,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.354,303.95,","70.34,","24.55,",47.44,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.335,303.69,","65.86,","23.19,",44.53,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.311,302.86,","59.61,","25.18,",42.39,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.287,301.68,","54.27,","26.24,",40.26,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.263,299.94,","49.01,","27.01,",38.01,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.239,297.61,","44.65,","30.71,",37.68,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.217,295.09,","41.95,","36.51,",39.23,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.200,293.11,","43.69,","34.26,",38.98,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.186,291.44,","45.84,","27.08,",36.46,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.179,289.65,","51.30,","17.27,",34.28,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.173,288.03,","57.63,","7.22,",32.43,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.169,286.44,","65.07,","1.33,",33.2,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.160,284.21,","68.67,","0.66,",34.66,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.152,281.74,","72.55,","0.83,",36.69,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.143,279.38,","76.54,","0.98,",38.76,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.133,276.81,","78.90,","1.41,",40.16,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.118,273.60,","77.73,","3.69,",40.71,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.102,270.00,","72.18,","8.14,",40.16,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.086,266.38,","67.48,","14.00,",40.74,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.072,262.53,","67.03,","26.06,",46.55,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.061,259.14,","67.71,","39.42,",53.57,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.053,256.55,","72.62,","50.73,",61.67,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.045,254.62,","59.06,","59.46,",59.26,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.037,253.63,","45.37,","64.01,",54.69,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.037,254.55,","44.32,","62.74,",53.53,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.039,256.81,","43.65,","57.45,",50.55,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.040,259.97,","39.49,","50.36,",44.92,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.048,264.39,","41.17,","40.56,",40.86,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.059,268.46,","46.54,","34.01,",40.27,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.073,271.54,","51.47,","31.65,",41.56,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.083,274.36,","51.93,","31.91,",41.92,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.094,277.20,","52.71,","32.95,",42.83,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.115,280.53,","58.73,","31.60,",45.17,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.146,284.60,","68.36,","26.97,",47.66,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.178,288.67,","73.72,","19.15,",46.44,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.200,291.28,","73.18,","17.59,",45.38,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.222,292.86,","70.03,","20.89,",45.46,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.246,294.55,","66.88,","23.57,",45.22,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.269,295.84,","63.66,","29.39,",46.53,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.296,296.95,","61.90,","36.63,",49.27,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.329,298.45,","62.86,","37.46,",50.16,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.356,299.82,","63.73,","35.59,",49.66,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.375,300.96,","60.98,","31.31,",46.15,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.387,302.21,","57.48,","24.23,",40.85,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.389,302.96,","55.47,","21.57,",38.52,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.385,303.26,","55.93,","23.32,",39.63,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.381,303.86,","56.99,","22.23,",39.61,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.373,304.19,","54.98,","21.77,",38.37,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.358,303.85,","51.87,","26.42,",39.14,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.347,303.39,","51.16,","31.30,",41.23,,,,,,,,,,,,,,,,
