,Mean,data,for,UKR,Province=,24:,"Vinnytsya,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.102,271.81,","49.76,","31.43,",40.59,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.092,269.39,","56.02,","34.64,",45.33,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.084,266.38,","60.59,","39.86,",50.23,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.076,262.46,","63.24,","47.41,",55.32,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.070,257.45,","64.22,","58.35,",61.29,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.061,250.67,","56.13,","75.82,",65.98,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.056,243.83,","48.37,","92.19,",70.28,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.055,245.15,","43.62,","90.94,",67.28,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.057,250.29,","41.51,","82.18,",61.84,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.060,254.92,","40.03,","74.07,",57.05,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.065,258.80,","39.85,","69.32,",54.58,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.070,261.92,","39.45,","68.36,",53.9,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.076,264.39,","37.55,","70.53,",54.04,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.446,298.69,","55.31,","30.03,",42.67,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.436,298.75,","48.07,","31.04,",39.56,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.422,297.75,","41.24,","43.42,",42.33,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.409,296.97,","38.99,","51.99,",45.49,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.395,295.63,","41.83,","64.45,",53.14,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.399,295.28,","48.36,","67.56,",57.96,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.409,294.86,","58.90,","70.28,",64.59,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.414,294.27,","67.69,","72.85,",70.27,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.426,293.89,","81.05,","71.13,",76.09,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.427,293.29,","88.57,","65.96,",77.27,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.418,292.82,","92.05,","54.19,",73.12,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.396,291.72,","91.35,","49.94,",70.64,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.372,290.08,","88.64,","51.76,",70.2,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.351,288.47,","86.80,","52.51,",69.66,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.323,286.54,","81.63,","56.33,",68.98,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.293,284.53,","77.18,","53.29,",65.23,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.268,282.37,","77.80,","51.58,",64.69,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.244,280.21,","79.35,","51.08,",65.22,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.212,277.41,","75.94,","48.25,",62.1,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.168,273.01,","64.36,","55.44,",59.9,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.133,267.94,","54.81,","64.45,",59.63,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.116,263.86,","58.60,","68.30,",63.45,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.102,261.07,","62.99,","69.57,",66.28,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.091,259.08,","65.98,","68.95,",67.46,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.083,258.91,","69.22,","61.47,",65.34,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.083,260.39,","76.29,","47.75,",62.02,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.082,260.72,","76.64,","40.91,",58.77,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.076,259.24,","69.25,","44.06,",56.65,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.070,257.86,","61.49,","50.43,",55.96,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.064,255.69,","54.48,","59.29,",56.88,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.057,252.40,","46.71,","69.39,",58.05,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.049,248.89,","37.39,","80.03,",58.71,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.043,246.46,","29.50,","88.98,",59.24,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.041,246.97,","25.97,","91.52,",58.75,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.044,249.08,","25.70,","92.04,",58.87,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.049,251.36,","26.78,","92.93,",59.85,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.058,255.61,","27.35,","91.42,",59.39,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.074,262.17,","30.80,","85.06,",57.93,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.101,270.15,","37.55,","72.96,",55.25,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.130,276.03,","41.92,","64.57,",53.24,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.160,280.75,","44.36,","59.51,",51.93,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.190,284.95,","45.88,","54.32,",50.1,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.222,287.54,","46.85,","54.41,",50.63,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.259,288.45,","48.71,","63.46,",56.09,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.304,289.88,","53.88,","67.05,",60.47,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.353,291.70,","60.59,","62.71,",61.65,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.398,293.37,","67.73,","57.22,",62.48,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.433,294.77,","72.45,","51.73,",62.09,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.457,295.67,","75.14,","48.63,",61.89,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.475,295.96,","75.50,","52.94,",64.22,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.473,295.83,","72.75,","56.00,",64.38,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.466,295.69,","67.23,","58.88,",63.06,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.458,295.96,","64.54,","59.63,",62.09,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.447,296.23,","62.55,","58.79,",60.67,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.433,296.46,","59.22,","56.29,",57.76,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.421,296.48,","56.90,","54.94,",55.92,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.416,296.54,","57.49,","52.70,",55.1,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.412,296.64,","60.06,","48.30,",54.18,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.407,296.65,","62.26,","43.12,",52.69,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.400,296.49,","65.57,","37.99,",51.78,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.393,296.21,","70.41,","30.71,",50.56,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.382,295.71,","74.36,","22.75,",48.55,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.366,294.97,","76.18,","16.81,",46.49,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.345,293.84,","74.42,","12.80,",43.61,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.321,292.38,","70.37,","9.88,",40.13,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.297,290.32,","67.04,","10.76,",38.9,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.270,288.18,","64.84,","9.20,",37.02,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.244,286.11,","64.78,","9.64,",37.21,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.217,284.01,","64.21,","14.69,",39.45,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.191,281.60,","63.98,","11.10,",37.54,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.166,278.84,","63.20,","14.05,",38.62,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.144,276.94,","63.08,","13.98,",38.53,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.123,275.55,","65.07,","12.01,",38.54,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.105,272.76,","66.36,","18.15,",42.25,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.091,269.76,","67.13,","24.48,",45.8,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.081,267.22,","68.19,","27.23,",47.71,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.072,265.02,","66.67,","27.93,",47.3,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.064,262.92,","58.78,","31.31,",45.04,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.056,260.15,","47.82,","39.92,",43.87,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.051,258.42,","41.53,","48.12,",44.83,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.048,258.04,","39.31,","51.70,",45.51,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.044,257.31,","35.24,","54.86,",45.05,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.041,257.25,","31.00,","57.41,",44.2,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.037,257.91,","25.71,","60.06,",42.88,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.035,259.65,","21.71,","59.83,",40.77,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.034,261.82,","19.84,","59.91,",39.87,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.034,262.62,","18.33,","66.34,",42.33,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.038,263.85,","16.35,","72.14,",44.24,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.046,265.95,","15.95,","74.01,",44.98,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.057,269.16,","14.93,","76.05,",45.49,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.076,273.63,","14.42,","74.20,",44.31,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.105,278.69,","16.75,","70.64,",43.7,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.139,283.18,","22.07,","67.05,",44.56,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.175,286.77,","26.38,","60.93,",43.65,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.214,289.02,","29.77,","59.38,",44.58,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.254,291.08,","33.01,","56.78,",44.89,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.293,292.79,","34.64,","53.09,",43.86,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.328,293.49,","35.93,","56.36,",46.15,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.360,293.89,","36.74,","59.96,",48.35,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.389,294.07,","38.28,","63.22,",50.75,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.417,294.44,","44.54,","64.00,",54.27,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.443,294.99,","55.09,","62.49,",58.79,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.461,295.52,","64.74,","59.85,",62.3,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.475,296.25,","73.46,","54.35,",63.91,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.481,297.06,","79.81,","49.95,",64.88,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.474,297.15,","80.53,","50.18,",65.36,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.465,297.10,","79.01,","50.10,",64.56,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.455,297.27,","77.09,","46.78,",61.94,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.443,297.15,","74.04,","45.94,",59.99,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.429,296.93,","71.29,","45.14,",58.21,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.413,296.34,","67.44,","47.21,",57.33,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.401,295.63,","66.75,","49.20,",57.97,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.393,294.97,","71.17,","45.73,",58.45,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.383,294.28,","76.38,","38.30,",57.34,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.372,293.56,","81.10,","30.90,",56.0,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.360,292.49,","83.69,","25.68,",54.69,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.347,291.52,","85.59,","17.20,",51.4,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.329,290.06,","85.26,","12.14,",48.7,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.304,287.89,","83.30,","10.73,",47.02,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.281,286.16,","85.18,","8.01,",46.59,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.255,284.24,","85.95,","12.42,",49.18,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.222,282.08,","82.74,","7.22,",44.98,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.186,280.02,","75.29,","5.97,",40.63,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.154,278.31,","69.92,","5.97,",37.94,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.131,276.73,","71.74,","5.11,",38.42,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.120,275.69,","80.03,","3.64,",41.84,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.110,274.44,","86.39,","3.94,",45.16,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.103,272.73,","92.15,","5.04,",48.6,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.097,271.03,","94.73,","5.28,",50.0,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.097,270.99,","96.87,","2.82,",49.84,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.099,271.07,","96.35,","2.88,",49.62,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.101,271.46,","94.05,","4.44,",49.24,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.102,271.71,","91.64,","5.92,",48.78,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.103,271.60,","87.48,","8.98,",48.23,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.102,270.92,","79.77,","15.49,",47.63,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.103,271.05,","73.38,","20.54,",46.96,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.106,271.91,","69.71,","22.50,",46.11,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.115,274.13,","70.29,","20.98,",45.64,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.132,277.19,","74.39,","17.97,",46.18,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.149,280.33,","77.48,","14.74,",46.11,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.166,282.85,","79.72,","10.33,",45.03,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.185,285.01,","81.57,","12.87,",47.22,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.211,287.59,","83.49,","10.27,",46.88,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.242,289.76,","84.83,","6.42,",45.63,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.271,291.45,","84.03,","7.23,",45.63,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.303,293.06,","82.53,","10.67,",46.6,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.336,294.80,","81.48,","9.75,",45.61,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.365,296.41,","79.83,","7.82,",43.82,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.391,297.90,","76.98,","6.20,",41.59,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.410,299.03,","73.03,","6.87,",39.95,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.424,300.07,","67.99,","4.97,",36.48,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.432,300.93,","61.38,","3.09,",32.24,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.432,301.52,","52.92,","2.66,",27.79,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.428,301.78,","45.66,","2.28,",23.97,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.420,301.77,","38.64,","2.38,",20.51,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.414,301.99,","34.17,","1.99,",18.08,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.407,302.46,","32.13,","1.07,",16.6,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.397,302.43,","31.79,","1.05,",16.42,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.388,302.00,","32.97,","1.71,",17.34,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.381,301.34,","34.44,","4.09,",19.26,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.380,300.48,","37.29,","8.68,",22.98,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.380,299.69,","41.26,","12.64,",26.95,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.378,298.62,","45.29,","19.38,",32.34,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.378,297.42,","52.38,","27.02,",39.7,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.378,296.38,","62.29,","29.30,",45.79,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.372,294.71,","70.08,","33.83,",51.95,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.367,293.20,","78.22,","34.62,",56.42,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.363,292.07,","85.08,","30.26,",57.67,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.353,290.51,","88.58,","28.91,",58.75,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.344,289.25,","91.73,","22.22,",56.98,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.324,287.19,","92.19,","19.38,",55.79,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.294,284.32,","90.43,","28.56,",59.5,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.262,280.99,","87.71,","43.28,",65.49,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.232,277.96,","85.79,","42.88,",64.33,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.205,275.26,","84.48,","39.71,",62.1,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.179,272.85,","82.92,","38.32,",60.62,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.148,270.04,","80.41,","40.98,",60.69,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.120,267.05,","76.25,","46.07,",61.16,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.089,263.33,","63.70,","53.63,",58.67,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.072,261.24,","56.92,","52.67,",54.79,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.061,260.53,","52.21,","46.33,",49.27,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.054,260.47,","45.71,","40.81,",43.26,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.057,261.60,","48.47,","35.29,",41.88,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.062,263.10,","53.01,","32.39,",42.7,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.074,264.88,","65.79,","28.49,",47.14,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.090,267.44,","77.39,","21.75,",49.57,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.107,270.18,","85.97,","17.06,",51.52,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.128,272.86,","93.03,","14.50,",53.77,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.143,275.25,","95.53,","11.62,",53.58,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.155,277.58,","96.16,","9.41,",52.79,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.170,279.87,","96.51,","8.61,",52.56,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.184,281.34,","96.16,","11.02,",53.59,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.198,282.63,","95.79,","11.10,",53.44,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.212,283.60,","94.78,","18.60,",56.69,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.236,284.91,","95.75,","22.84,",59.3,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.265,286.50,","95.84,","25.64,",60.74,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.298,287.67,","95.79,","35.11,",65.45,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.336,288.59,","96.32,","47.04,",71.68,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.373,289.64,","96.64,","54.37,",75.51,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.406,290.42,","96.43,","63.15,",79.79,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.436,291.40,","95.80,","66.20,",81.0,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.454,291.96,","92.64,","70.25,",81.44,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.469,293.16,","90.28,","66.47,",78.37,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.481,294.57,","88.21,","58.62,",73.41,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.487,295.36,","86.19,","55.57,",70.88,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.489,295.98,","84.96,","52.95,",68.95,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.489,296.53,","83.41,","49.68,",66.54,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.483,297.21,","78.82,","44.84,",61.83,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.470,297.63,","72.48,","44.39,",58.44,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.455,297.69,","68.06,","45.10,",56.58,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.442,297.90,","64.99,","41.81,",53.4,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.426,298.02,","60.08,","38.52,",49.3,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.407,296.99,","52.52,","48.26,",50.39,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.394,296.59,","49.80,","49.88,",49.84,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.384,297.47,","48.94,","33.54,",41.24,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.368,297.22,","46.04,","29.27,",37.66,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.345,296.15,","42.08,","31.68,",36.88,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.314,294.21,","36.12,","39.00,",37.56,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.280,291.90,","29.28,","47.73,",38.5,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.262,290.31,","29.28,","48.59,",38.93,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.254,289.21,","34.53,","43.24,",38.89,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.255,288.18,","44.18,","35.32,",39.75,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.251,286.89,","54.08,","23.12,",38.6,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.246,286.27,","65.61,","6.92,",36.27,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.237,285.38,","75.34,","1.81,",38.58,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.215,282.22,","78.31,","5.66,",41.98,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.195,279.54,","81.20,","9.22,",45.21,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.174,277.92,","84.18,","8.56,",46.37,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.148,275.05,","84.63,","14.41,",49.52,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.123,271.48,","81.77,","24.43,",53.1,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.100,267.94,","76.09,","32.75,",54.42,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.080,264.83,","67.79,","37.39,",52.59,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.069,262.86,","62.65,","36.97,",49.81,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.060,261.12,","53.84,","38.37,",46.1,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.050,259.48,","39.96,","42.52,",41.24,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.043,258.94,","32.57,","46.45,",39.51,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.044,260.36,","35.85,","43.83,",39.84,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.047,261.95,","37.87,","39.66,",38.76,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.048,263.12,","37.49,","39.06,",38.27,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.055,265.04,","39.88,","38.36,",39.12,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.068,267.90,","44.69,","34.36,",39.53,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.080,270.69,","49.46,","31.51,",40.49,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.092,272.49,","52.25,","33.40,",42.83,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.109,274.98,","55.53,","33.56,",44.55,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.133,278.23,","61.93,","28.09,",45.01,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.163,281.78,","69.92,","26.15,",48.03,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.200,285.35,","77.85,","20.93,",49.39,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.237,288.67,","82.72,","13.24,",47.98,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.273,291.58,","84.66,","7.09,",45.88,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.308,293.79,","84.47,","5.64,",45.05,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.339,294.84,","82.75,","10.01,",46.38,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.368,295.53,","81.07,","16.24,",48.66,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.400,296.52,","80.44,","19.06,",49.75,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.428,297.28,","81.16,","22.42,",51.79,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.452,297.77,","81.86,","25.23,",53.55,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.470,298.27,","81.86,","26.09,",53.98,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.481,298.90,","82.53,","24.94,",53.73,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.486,299.34,","82.77,","23.37,",53.07,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.487,299.49,","81.78,","22.79,",52.29,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.484,299.55,","80.08,","23.78,",51.93,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.479,299.74,","78.94,","25.35,",52.14,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.460,299.56,","71.95,","27.54,",49.74,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.442,299.49,","65.31,","26.07,",45.69,,,,,,,,,,,,,,,,
