,Mean,data,for,UKR,Province=,16:,"Mykolayiv,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.096,272.53,","36.20,","43.00,",39.6,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.088,269.30,","36.75,","48.47,",42.61,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.084,265.55,","39.29,","53.70,",46.49,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.079,261.30,","40.61,","60.71,",50.66,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.072,255.20,","40.70,","73.65,",57.17,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.064,246.01,","36.66,","89.05,",62.85,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.059,236.64,","35.89,","95.20,",65.55,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.063,240.66,","39.92,","89.73,",64.82,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.068,248.22,","40.95,","80.12,",60.54,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.075,255.26,","41.63,","70.03,",55.83,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.084,260.93,","43.32,","61.50,",52.41,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.093,265.03,","44.66,","58.42,",51.54,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.100,267.33,","42.36,","60.77,",51.56,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.391,297.90,","78.16,","78.07,",78.12,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.379,297.41,","74.66,","83.00,",78.83,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.371,297.11,","72.49,","86.40,",79.45,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.364,296.93,","71.02,","87.62,",79.32,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.354,296.83,","73.56,","88.29,",80.92,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.355,297.12,","79.98,","84.86,",82.42,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.356,297.39,","87.23,","81.60,",84.42,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.353,297.36,","91.16,","80.89,",86.02,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.352,297.41,","94.20,","79.22,",86.71,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.346,297.11,","95.28,","75.96,",85.62,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.335,297.02,","94.89,","62.59,",78.74,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.314,296.07,","92.35,","54.49,",73.42,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.292,294.53,","88.50,","53.61,",71.06,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.268,292.69,","82.34,","54.35,",68.34,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.245,290.67,","74.69,","53.07,",63.88,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.223,288.59,","67.76,","47.57,",57.66,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.204,286.36,","63.09,","39.75,",51.42,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.188,284.24,","60.14,","33.23,",46.69,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.168,281.63,","55.40,","30.46,",42.93,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.142,278.09,","48.86,","37.00,",42.93,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.121,274.85,","43.70,","42.34,",43.02,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.111,272.63,","43.37,","42.53,",42.95,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.106,271.02,","46.44,","40.25,",43.35,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.107,270.55,","53.19,","32.46,",42.83,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.107,270.06,","59.44,","26.84,",43.14,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.111,270.07,","67.31,","22.82,",45.07,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.111,269.98,","69.09,","21.44,",45.26,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.108,269.51,","67.91,","22.93,",45.42,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.102,268.97,","65.41,","23.40,",44.41,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.091,267.11,","57.91,","28.36,",43.14,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.083,265.16,","51.80,","34.59,",43.2,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.075,263.15,","46.49,","41.14,",43.82,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.069,262.87,","41.57,","45.78,",43.67,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.068,263.22,","37.83,","50.40,",44.12,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.069,265.20,","36.27,","50.67,",43.47,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.075,267.46,","36.25,","52.48,",44.36,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.088,271.34,","37.17,","49.78,",43.48,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.106,275.69,","39.91,","43.38,",41.65,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.127,280.53,","43.12,","36.44,",39.78,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.150,284.76,","47.12,","31.19,",39.16,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.174,288.73,","50.55,","25.07,",37.81,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.196,292.11,","51.62,","20.96,",36.29,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.223,294.22,","52.18,","24.38,",38.28,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.253,295.93,","53.41,","31.96,",42.68,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.284,297.51,","55.77,","36.99,",46.38,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.317,299.30,","58.37,","37.44,",47.9,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.347,300.92,","61.60,","35.08,",48.34,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.366,302.03,","64.99,","34.61,",49.8,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.375,302.37,","67.30,","37.98,",52.64,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.374,301.37,","69.77,","50.81,",60.29,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.367,300.61,","68.15,","59.83,",63.99,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.361,300.41,","67.38,","64.07,",65.73,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.358,300.92,","67.12,","62.39,",64.75,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.352,301.35,","66.28,","59.51,",62.9,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.344,301.82,","65.29,","56.10,",60.69,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.334,301.90,","65.25,","53.89,",59.57,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.327,302.04,","68.41,","50.03,",59.22,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.321,302.14,","73.20,","46.28,",59.74,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.314,302.22,","76.22,","43.12,",59.67,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.303,302.08,","76.52,","40.59,",58.55,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.288,301.78,","74.94,","34.29,",54.62,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.270,301.02,","70.52,","24.79,",47.65,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.250,299.92,","65.12,","17.53,",41.32,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.233,298.51,","60.76,","14.47,",37.62,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.214,296.63,","55.31,","14.12,",34.71,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.198,294.29,","51.58,","15.32,",33.45,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.185,291.86,","49.58,","13.43,",31.51,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.169,289.03,","47.62,","13.78,",30.7,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.154,286.34,","45.25,","15.89,",30.57,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.138,283.17,","42.80,","19.46,",31.13,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.121,279.91,","39.85,","25.26,",32.55,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.106,277.45,","37.32,","27.09,",32.21,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.092,275.01,","34.69,","29.51,",32.1,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.081,272.23,","33.52,","33.84,",33.68,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.073,269.71,","33.39,","35.44,",34.42,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.067,267.53,","33.17,","36.27,",34.72,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.063,265.67,","34.17,","38.29,",36.23,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.056,263.42,","31.18,","42.73,",36.96,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.050,261.04,","29.44,","50.10,",39.77,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.046,259.77,","29.79,","52.57,",41.18,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.043,258.85,","27.96,","52.52,",40.24,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.038,257.82,","25.53,","54.36,",39.94,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.038,258.06,","25.36,","54.68,",40.02,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.039,260.10,","24.65,","53.30,",38.98,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.040,263.01,","23.36,","51.19,",37.27,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.046,265.95,","24.42,","48.88,",36.65,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.052,268.27,","25.56,","50.42,",37.99,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.065,271.98,","26.57,","48.08,",37.33,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.085,276.43,","30.42,","41.17,",35.8,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.105,281.04,","34.00,","34.85,",34.43,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.128,285.35,","37.99,","29.08,",33.54,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.152,289.26,","41.73,","23.07,",32.4,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.176,292.60,","44.03,","19.15,",31.59,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.203,294.67,","45.02,","22.83,",33.92,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.231,295.51,","45.46,","36.28,",40.87,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.264,297.07,","48.41,","41.53,",44.97,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.299,298.66,","51.34,","43.70,",47.52,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.332,299.37,","55.59,","48.81,",52.2,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.356,299.70,","60.69,","53.66,",57.17,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.370,299.72,","65.10,","58.18,",61.64,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.382,300.13,","71.68,","57.28,",64.48,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.388,300.75,","76.73,","55.31,",66.02,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.386,301.15,","77.68,","55.83,",66.75,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.383,301.95,","77.91,","52.90,",65.41,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.378,303.04,","77.10,","47.51,",62.3,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.366,303.54,","73.14,","44.35,",58.75,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.353,303.85,","69.57,","41.63,",55.6,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.339,304.09,","67.85,","37.93,",52.89,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.327,304.21,","68.57,","34.12,",51.34,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.311,304.06,","69.15,","31.79,",50.47,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.293,303.25,","67.05,","35.05,",51.05,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.275,302.11,","64.03,","40.38,",52.2,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.263,301.02,","63.63,","41.17,",52.4,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.251,300.01,","62.25,","34.28,",48.27,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.240,299.00,","60.73,","26.36,",43.54,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.232,297.81,","61.19,","21.05,",41.12,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.224,296.47,","61.60,","15.50,",38.55,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.215,294.68,","60.47,","11.06,",35.77,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.200,291.94,","57.27,","12.17,",34.72,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.186,289.16,","55.42,","12.41,",33.91,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.176,287.08,","55.36,","10.21,",32.78,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.164,284.95,","54.56,","7.91,",31.24,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.149,282.91,","52.95,","7.89,",30.42,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.137,281.19,","52.13,","6.78,",29.46,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.128,279.84,","52.72,","4.35,",28.53,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.123,278.74,","56.40,","2.83,",29.62,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.118,277.68,","60.59,","2.10,",31.35,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.116,276.54,","65.65,","1.82,",33.73,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.119,276.23,","73.29,","1.31,",37.3,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.123,276.40,","78.57,","1.05,",39.81,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.128,276.46,","81.76,","0.90,",41.33,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.127,276.10,","81.77,","1.01,",41.39,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.130,276.55,","82.37,","0.95,",41.66,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.137,277.73,","83.57,","0.90,",42.23,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.138,278.05,","82.34,","1.88,",42.11,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.136,278.21,","78.35,","4.49,",41.42,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.136,278.77,","73.62,","7.95,",40.79,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.140,280.25,","71.55,","9.72,",40.63,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.152,282.49,","72.46,","9.79,",41.13,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.162,285.38,","70.33,","8.35,",39.34,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.175,287.82,","70.17,","4.32,",37.25,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.192,290.11,","71.29,","3.48,",37.39,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.213,292.27,","73.52,","3.43,",38.47,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.231,294.05,","73.31,","3.39,",38.35,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.244,295.40,","69.65,","5.41,",37.53,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.265,297.27,","67.33,","6.28,",36.8,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.286,299.59,","65.09,","4.86,",34.98,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.299,301.66,","61.01,","3.52,",32.27,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.305,303.50,","53.44,","2.09,",27.76,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.304,305.04,","43.57,","1.29,",22.43,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.296,306.43,","33.11,","0.58,",16.84,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.283,307.54,","22.52,","0.35,",11.44,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.266,308.06,","14.60,","0.96,",7.78,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.255,308.21,","10.81,","2.07,",6.44,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.246,308.48,","9.41,","2.82,",6.12,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.239,309.00,","9.56,","2.65,",6.11,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.233,309.74,","10.48,","1.40,",5.94,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.226,309.95,","11.75,","0.96,",6.36,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.223,309.70,","14.19,","1.02,",7.61,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.220,309.29,","17.65,","1.25,",9.45,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.218,308.65,","21.06,","2.35,",11.7,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.218,307.71,","25.58,","4.96,",15.27,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.218,306.54,","30.04,","10.03,",20.04,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.219,305.26,","35.34,","15.13,",25.24,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.222,303.69,","41.69,","18.50,",30.09,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.224,301.54,","46.59,","20.71,",33.65,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.227,299.50,","52.58,","21.51,",37.04,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.234,297.79,","60.18,","21.26,",40.72,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.238,295.93,","66.00,","21.38,",43.69,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.244,293.99,","71.79,","18.74,",45.26,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.245,291.17,","75.59,","20.68,",48.14,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.241,287.90,","77.78,","24.85,",51.31,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.240,284.73,","79.85,","29.40,",54.62,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.236,282.05,","82.03,","27.76,",54.9,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.229,279.47,","84.26,","28.81,",56.54,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.219,277.21,","85.73,","29.15,",57.44,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.201,274.96,","84.60,","30.23,",57.42,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.175,272.56,","81.27,","32.81,",57.04,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.137,269.59,","70.62,","36.95,",53.79,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.112,267.49,","62.98,","37.36,",50.17,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.104,266.81,","64.10,","34.74,",49.42,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.104,267.10,","66.47,","30.98,",48.72,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.112,268.31,","72.76,","26.93,",49.85,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.122,269.94,","79.19,","20.47,",49.83,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.130,271.47,","82.44,","15.83,",49.14,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.137,273.08,","83.74,","13.46,",48.6,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.144,274.62,","85.72,","11.01,",48.37,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.153,276.34,","87.43,","9.60,",48.52,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.159,277.67,","85.59,","11.01,",48.3,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.164,279.48,","82.77,","11.83,",47.3,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.173,282.29,","82.23,","10.34,",46.28,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.182,284.01,","79.66,","12.35,",46.0,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.192,285.39,","77.96,","12.07,",45.01,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.209,286.66,","78.53,","15.24,",46.89,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.241,288.44,","84.50,","17.42,",50.96,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.279,290.96,","91.19,","15.79,",53.49,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.313,292.62,","93.72,","18.34,",56.03,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.346,293.85,","95.02,","26.67,",60.85,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.375,294.93,","95.58,","39.74,",67.66,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.397,295.75,","95.27,","51.93,",73.6,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.415,296.82,","94.85,","59.69,",77.27,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.416,296.65,","89.73,","71.96,",80.85,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.419,297.79,","88.87,","68.82,",78.84,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.421,299.54,","89.33,","59.32,",74.32,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.414,300.40,","87.25,","55.17,",71.21,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.403,300.92,","83.86,","53.95,",68.91,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.393,301.38,","80.53,","54.01,",67.27,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.384,302.15,","77.66,","51.22,",64.44,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.372,302.75,","73.16,","49.27,",61.22,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.357,302.94,","67.95,","48.29,",58.12,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.347,303.46,","66.05,","44.21,",55.13,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.334,304.16,","64.99,","37.34,",51.17,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.314,304.13,","62.94,","34.56,",48.75,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.297,304.40,","62.42,","29.05,",45.74,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.272,305.16,","57.09,","20.18,",38.64,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.248,304.91,","50.39,","17.38,",33.88,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.227,303.80,","44.88,","16.73,",30.81,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.208,301.80,","39.08,","17.63,",28.36,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.189,298.93,","33.45,","26.48,",29.96,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.178,296.35,","32.20,","34.81,",33.51,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.176,294.62,","36.18,","33.89,",35.04,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.178,292.89,","42.00,","29.38,",35.69,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.182,291.18,","48.71,","20.10,",34.41,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.185,289.66,","54.72,","7.53,",31.13,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.187,287.90,","59.44,","3.70,",31.57,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.184,285.34,","61.99,","5.61,",33.8,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.178,283.02,","64.29,","7.60,",35.94,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.165,281.03,","63.75,","8.03,",35.89,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.153,279.07,","63.86,","8.39,",36.12,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.138,276.52,","63.15,","13.20,",38.18,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.122,274.03,","62.06,","17.32,",39.69,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.104,271.46,","57.67,","21.23,",39.45,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.094,269.40,","56.78,","25.26,",41.02,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.090,268.25,","56.63,","27.30,",41.96,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.083,266.53,","53.18,","32.77,",42.98,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.077,265.35,","50.32,","35.20,",42.76,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.073,265.07,","47.42,","34.76,",41.09,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.072,265.25,","45.33,","34.72,",40.03,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.077,266.71,","47.87,","32.20,",40.03,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.089,269.17,","52.45,","29.11,",40.78,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.103,271.85,","56.46,","27.04,",41.75,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.117,274.49,","59.89,","25.49,",42.69,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.128,276.41,","61.28,","27.17,",44.23,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.141,278.94,","61.09,","27.50,",44.3,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.156,281.83,","62.10,","23.75,",42.92,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.177,285.15,","64.76,","20.66,",42.71,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.209,289.24,","71.87,","14.69,",43.28,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.241,292.45,","76.73,","9.97,",43.35,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.269,294.97,","78.51,","7.51,",43.01,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.293,296.47,","76.89,","10.99,",43.94,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.312,297.01,","74.28,","23.83,",49.06,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.334,297.89,","73.61,","34.06,",53.84,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.357,298.90,","73.22,","41.32,",57.27,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.374,299.76,","72.49,","45.35,",58.92,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.385,300.58,","73.35,","46.41,",59.88,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.387,301.42,","73.10,","45.28,",59.19,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.382,302.55,","71.90,","39.79,",55.85,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.370,303.20,","67.97,","37.59,",52.78,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.360,303.71,","64.89,","37.03,",50.96,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.353,304.17,","63.70,","36.69,",50.2,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.345,304.31,","61.62,","38.34,",49.98,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.335,304.18,","59.07,","39.67,",49.37,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.326,303.93,","58.04,","40.89,",49.46,,,,,,,,,,,,,,,,
