,Mean,data,for,UKR,Province=,27:,"Zhytomyr,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.153,271.78,","75.48,","26.50,",50.99,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.140,269.63,","77.17,","31.07,",54.12,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.128,267.00,","73.52,","37.33,",55.42,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.118,263.72,","70.31,","44.58,",57.44,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.106,259.68,","64.31,","54.70,",59.5,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.090,254.29,","54.92,","70.51,",62.71,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.075,248.83,","48.75,","86.45,",67.6,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.068,249.88,","38.33,","92.88,",65.6,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.073,253.77,","37.20,","88.72,",62.96,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.077,256.73,","35.63,","84.27,",59.95,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.080,258.81,","34.11,","82.30,",58.21,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.080,260.16,","31.70,","82.36,",57.03,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.080,261.07,","27.60,","85.84,",56.72,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.458,296.05,","59.68,","27.18,",43.43,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.449,296.07,","53.48,","26.83,",40.15,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.434,295.04,","45.40,","39.19,",42.29,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.421,294.37,","40.83,","50.37,",45.6,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.405,293.63,","41.09,","66.16,",53.63,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.411,293.82,","46.94,","64.18,",55.56,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.420,293.85,","55.08,","61.84,",58.46,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.424,293.43,","62.36,","61.79,",62.07,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.434,292.82,","74.40,","59.19,",66.8,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.433,292.02,","80.30,","55.13,",67.71,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.426,291.66,","84.08,","42.90,",63.49,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.408,290.38,","84.21,","42.90,",63.55,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.390,288.76,","84.00,","46.80,",65.4,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.368,287.16,","83.99,","45.97,",64.98,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.343,285.33,","83.24,","45.18,",64.21,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.316,283.41,","81.91,","42.47,",62.19,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.294,281.52,","83.97,","40.47,",62.22,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.269,279.70,","84.30,","40.05,",62.17,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.239,277.39,","81.42,","36.26,",58.84,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.200,273.94,","72.61,","41.94,",57.28,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.158,269.94,","61.78,","49.81,",55.8,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.136,267.68,","62.17,","48.95,",55.56,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.121,266.40,","62.30,","46.52,",54.41,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.110,265.32,","58.65,","44.43,",51.54,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.103,264.66,","57.56,","40.51,",49.03,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.104,264.95,","62.09,","32.49,",47.29,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.105,264.23,","66.30,","31.13,",48.71,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.099,262.82,","70.31,","35.07,",52.69,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.091,261.64,","63.34,","42.10,",52.72,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.085,260.34,","57.28,","50.05,",53.66,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.079,258.78,","50.73,","59.83,",55.28,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.071,256.88,","39.41,","71.89,",55.65,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.063,255.32,","29.31,","82.25,",55.78,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.060,255.27,","23.90,","87.10,",55.5,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.061,256.19,","22.76,","89.01,",55.88,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.066,257.53,","24.02,","89.33,",56.67,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.071,259.08,","23.01,","90.78,",56.89,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.085,262.55,","24.26,","88.36,",56.31,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.111,267.84,","30.19,","83.21,",56.7,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.146,273.34,","38.87,","76.04,",57.45,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.180,278.50,","44.92,","66.84,",55.88,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.210,282.64,","47.87,","59.00,",53.43,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.240,285.21,","49.40,","58.31,",53.85,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.275,286.72,","51.51,","64.15,",57.83,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.317,288.18,","55.23,","66.37,",60.8,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.358,289.73,","59.34,","64.44,",61.89,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.401,291.50,","66.37,","58.11,",62.24,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.439,292.95,","73.89,","50.39,",62.14,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.465,293.89,","79.61,","44.43,",62.02,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.490,294.52,","82.37,","41.77,",62.07,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.494,294.72,","82.41,","41.49,",61.95,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.492,294.94,","80.75,","39.61,",60.18,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.490,295.47,","79.59,","34.79,",57.19,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.482,295.83,","78.16,","32.95,",55.56,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.472,296.04,","75.70,","33.04,",54.37,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.466,296.14,","75.39,","35.85,",55.62,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.463,295.95,","76.70,","38.32,",57.51,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.462,295.78,","79.53,","37.84,",58.69,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.461,295.67,","82.67,","32.78,",57.73,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.459,295.43,","85.83,","24.03,",54.93,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.452,294.90,","87.44,","17.06,",52.25,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.441,294.25,","88.72,","12.43,",50.58,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.426,293.38,","89.91,","9.40,",49.65,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.404,291.94,","88.50,","8.83,",48.66,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.376,290.40,","86.29,","6.55,",46.42,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.352,288.57,","85.99,","6.31,",46.15,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.324,286.50,","84.76,","7.02,",45.89,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.292,284.12,","82.19,","12.57,",47.38,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.258,281.87,","76.63,","19.08,",47.86,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.224,279.47,","71.47,","17.39,",44.43,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.189,276.80,","64.62,","20.09,",42.36,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.160,274.70,","61.48,","20.00,",40.74,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.138,272.80,","61.81,","21.34,",41.58,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.119,270.38,","58.68,","27.71,",43.2,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.104,268.08,","52.55,","32.63,",42.59,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.098,266.59,","51.07,","32.22,",41.64,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.095,265.24,","52.32,","31.03,",41.67,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.095,264.01,","55.71,","32.02,",43.87,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.093,262.00,","63.19,","38.73,",50.96,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.093,260.43,","63.44,","48.12,",55.78,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.091,259.88,","62.79,","53.36,",58.08,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.088,259.29,","57.93,","59.08,",58.51,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.081,258.89,","47.21,","65.31,",56.26,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.072,259.00,","35.26,","70.48,",52.87,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.071,260.47,","30.55,","69.95,",50.25,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.071,262.31,","28.47,","68.24,",48.36,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.069,263.11,","25.34,","71.25,",48.3,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.072,264.58,","23.41,","72.98,",48.2,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.080,267.43,","21.91,","70.11,",46.01,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.094,270.70,","21.45,","70.70,",46.07,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.119,274.81,","24.40,","67.65,",46.03,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.153,279.00,","29.85,","63.53,",46.69,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.184,282.62,","33.45,","59.73,",46.59,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.217,285.62,","37.02,","55.50,",46.26,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.250,287.80,","38.35,","54.75,",46.55,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.283,289.41,","37.61,","54.85,",46.23,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.314,290.58,","36.36,","56.40,",46.38,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.346,291.36,","36.84,","60.02,",48.43,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.376,291.80,","39.46,","62.30,",50.88,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.402,292.00,","44.54,","63.18,",53.86,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.429,292.47,","53.06,","60.66,",56.86,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.455,293.30,","62.87,","54.46,",58.67,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.476,294.09,","72.52,","48.55,",60.53,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.495,294.92,","83.80,","39.90,",61.85,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.505,295.52,","89.67,","34.14,",61.9,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.500,295.48,","90.47,","37.36,",63.92,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.493,295.21,","89.33,","44.16,",66.75,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.487,295.11,","88.42,","49.07,",68.75,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.479,295.00,","87.00,","50.23,",68.62,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.464,294.67,","81.87,","51.65,",66.76,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.444,294.00,","75.09,","54.40,",64.75,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.428,293.26,","71.79,","53.39,",62.59,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.421,292.53,","74.40,","48.59,",61.49,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.412,291.86,","77.54,","40.64,",59.09,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.400,291.16,","80.25,","33.49,",56.87,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.386,290.07,","82.39,","29.62,",56.01,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.372,288.99,","85.98,","21.02,",53.5,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.353,287.43,","88.18,","17.64,",52.91,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.325,285.57,","87.04,","15.73,",51.38,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.299,283.76,","87.47,","15.58,",51.53,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.274,281.70,","87.15,","20.98,",54.07,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.239,279.50,","81.50,","17.63,",49.56,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.197,277.43,","70.39,","15.75,",43.07,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.167,276.11,","66.72,","11.32,",39.02,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.150,275.55,","72.34,","5.96,",39.15,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.148,275.64,","82.83,","1.55,",42.19,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.145,275.20,","86.09,","0.55,",43.32,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.143,273.96,","90.30,","0.63,",45.47,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.138,272.10,","90.53,","1.87,",46.2,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.130,271.31,","89.06,","1.70,",45.38,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.123,270.43,","94.38,","2.64,",48.51,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.116,269.56,","87.92,","7.14,",47.53,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.108,268.89,","79.73,","11.62,",45.67,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.099,267.90,","69.74,","19.25,",44.49,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.089,266.41,","54.31,","31.66,",42.99,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.085,265.57,","44.89,","42.38,",43.64,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.087,265.86,","41.53,","47.13,",44.33,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.099,268.15,","45.11,","44.15,",44.63,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.121,271.55,","54.51,","36.41,",45.46,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.152,275.49,","67.22,","27.39,",47.3,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.187,279.14,","78.23,","17.14,",47.68,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.215,281.73,","84.40,","18.03,",51.21,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.242,284.48,","89.09,","14.62,",51.85,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.269,286.71,","92.36,","10.34,",51.35,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.295,288.37,","93.12,","11.77,",52.44,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.322,290.06,","91.53,","14.63,",53.08,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.351,291.73,","89.21,","15.49,",52.35,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.380,293.43,","86.36,","12.83,",49.59,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.404,294.90,","82.84,","11.01,",46.93,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.425,295.94,","78.90,","12.01,",45.45,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.446,296.91,","77.38,","10.63,",44.01,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.460,297.55,","76.41,","8.74,",42.58,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.468,297.71,","74.27,","9.54,",41.91,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.472,297.44,","70.86,","12.14,",41.5,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.471,296.83,","67.29,","18.51,",42.9,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.471,296.62,","66.36,","20.55,",43.45,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.471,296.75,","66.76,","19.66,",43.21,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.469,296.46,","69.10,","25.14,",47.12,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.467,296.09,","72.59,","32.63,",52.61,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.464,295.82,","74.57,","40.02,",57.29,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.463,295.70,","77.72,","41.30,",59.51,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.460,295.39,","79.75,","42.37,",61.06,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.448,294.54,","78.01,","47.20,",62.6,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.438,293.65,","77.63,","47.90,",62.76,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.430,292.75,","79.05,","45.35,",62.2,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.418,291.48,","80.20,","45.36,",62.78,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.402,290.31,","81.36,","43.78,",62.57,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.384,289.21,","81.61,","41.02,",61.31,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.361,287.73,","80.64,","38.22,",59.43,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.336,286.34,","79.70,","31.68,",55.69,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.307,284.20,","76.53,","32.55,",54.54,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.271,281.50,","70.52,","40.83,",55.68,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.233,278.74,","62.53,","49.84,",56.18,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.201,275.65,","58.20,","52.22,",55.21,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.171,272.37,","53.13,","54.19,",53.66,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.141,269.21,","48.43,","55.18,",51.81,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.113,265.56,","43.55,","61.95,",52.75,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.092,262.42,","38.76,","67.53,",53.15,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.076,260.06,","31.27,","69.28,",50.28,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.069,259.35,","28.53,","64.27,",46.4,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.067,259.84,","30.37,","55.05,",42.71,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.066,260.66,","32.56,","47.05,",39.81,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.072,262.59,","44.51,","37.35,",40.93,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.084,264.49,","56.45,","30.82,",43.63,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.101,266.24,","73.58,","24.45,",49.01,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.115,268.51,","83.69,","16.62,",50.15,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.133,270.64,","89.48,","12.95,",51.21,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.155,272.88,","93.41,","11.21,",52.31,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.170,274.71,","94.00,","8.92,",51.46,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.179,275.94,","92.42,","9.81,",51.12,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.182,276.85,","88.96,","12.96,",50.96,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.184,277.89,","84.94,","16.81,",50.87,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.194,279.53,","81.98,","15.51,",48.75,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.196,280.42,","74.79,","25.03,",49.91,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.209,281.69,","72.11,","30.85,",51.48,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.229,283.30,","71.07,","34.91,",52.99,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.265,285.26,","76.95,","38.35,",57.65,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.312,286.93,","86.63,","43.49,",65.06,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.352,288.22,","89.61,","50.42,",70.01,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.386,289.31,","89.73,","55.96,",72.85,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.419,290.46,","90.32,","57.66,",73.99,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.442,291.32,","88.07,","60.38,",74.22,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.467,292.34,","89.20,","56.94,",73.07,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.484,292.95,","90.71,","54.06,",72.39,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.497,293.83,","92.33,","47.60,",69.96,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.510,295.01,","94.35,","36.89,",65.62,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.514,295.43,","94.14,","33.59,",63.87,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.510,295.94,","91.55,","27.95,",59.75,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.499,296.30,","84.65,","24.72,",54.69,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.486,296.47,","79.72,","24.81,",52.26,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.477,296.85,","78.02,","22.57,",50.3,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.465,297.10,","74.40,","23.70,",49.05,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.446,296.06,","66.58,","36.85,",51.72,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.435,295.71,","63.06,","38.60,",50.83,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.418,296.19,","57.57,","25.95,",41.76,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.396,295.59,","50.69,","21.47,",36.08,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.369,294.45,","43.53,","22.29,",32.91,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.336,292.44,","36.33,","33.09,",34.71,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.306,290.45,","32.37,","41.77,",37.07,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.284,288.88,","31.01,","44.55,",37.78,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.273,287.75,","35.88,","37.16,",36.52,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.271,286.81,","43.90,","25.15,",34.53,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.266,285.56,","52.30,","15.57,",33.94,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.260,284.64,","64.00,","5.75,",34.87,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.253,283.71,","74.38,","1.86,",38.12,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.233,280.57,","77.64,","7.67,",42.66,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.215,277.57,","82.28,","14.19,",48.23,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.193,275.50,","85.78,","14.70,",50.24,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.162,272.24,","81.74,","23.91,",52.83,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.135,268.84,","72.39,","34.77,",53.58,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.110,264.96,","57.88,","46.26,",52.07,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.094,262.00,","48.77,","51.88,",50.33,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.086,260.64,","45.87,","50.59,",48.23,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.082,259.91,","45.13,","49.04,",47.09,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.075,259.45,","46.52,","49.78,",48.15,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.071,259.44,","42.75,","52.77,",47.76,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.071,260.53,","44.40,","50.07,",47.24,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.071,261.92,","44.09,","46.68,",45.38,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.072,262.95,","40.87,","47.52,",44.19,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.079,264.35,","40.87,","48.07,",44.47,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.091,266.74,","44.44,","43.74,",44.09,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.101,269.19,","46.53,","39.81,",43.17,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.111,271.22,","49.49,","37.92,",43.7,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.126,273.44,","53.28,","36.60,",44.94,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.148,276.46,","57.55,","30.22,",43.89,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.173,279.65,","62.44,","28.76,",45.6,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.206,283.24,","70.01,","22.11,",46.06,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.242,286.31,","77.70,","13.78,",45.74,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.274,288.76,","81.92,","9.37,",45.65,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.304,290.70,","82.04,","9.74,",45.89,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.331,292.17,","79.34,","12.08,",45.71,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.358,293.17,","75.31,","16.22,",45.76,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.385,294.21,","72.70,","18.73,",45.71,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.408,294.74,","69.84,","24.94,",47.39,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.430,294.93,","69.09,","30.94,",50.02,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.454,295.32,","73.90,","30.84,",52.37,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.473,295.94,","78.70,","26.97,",52.83,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.485,296.48,","80.45,","22.08,",51.27,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.494,296.69,","83.06,","19.94,",51.5,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.498,296.70,","84.98,","19.46,",52.22,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.503,296.85,","87.79,","18.24,",53.02,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.492,296.41,","84.50,","25.59,",55.05,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.482,296.28,","81.70,","29.91,",55.8,,,,,,,,,,,,,,,,
