,Mean,data,for,UKR,Province=,23:,"Transcarpathia,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.203,275.29,","72.99,","17.05,",45.02,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.188,273.67,","77.18,","17.38,",47.28,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.166,271.42,","75.87,","20.88,",48.38,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.142,268.38,","70.04,","27.30,",48.67,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.124,265.29,","65.73,","35.42,",50.57,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.110,262.22,","59.65,","47.65,",53.65,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.099,260.19,","50.80,","58.48,",54.64,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.086,259.69,","33.93,","76.68,",55.3,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.084,260.66,","30.34,","78.47,",54.41,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.084,261.64,","27.24,","81.31,",54.28,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.086,262.51,","25.29,","84.52,",54.9,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.087,263.18,","22.16,","89.72,",55.94,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.091,263.79,","19.56,","94.88,",57.22,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.475,290.06,","55.34,","57.81,",56.58,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.469,289.87,","50.06,","65.18,",57.62,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.471,290.43,","47.44,","69.99,",58.72,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.470,290.80,","47.01,","73.10,",60.06,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.470,291.05,","48.83,","75.02,",61.93,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.476,291.14,","52.47,","75.61,",64.04,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.485,291.13,","57.57,","76.44,",67.0,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.494,291.01,","63.12,","75.93,",69.52,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.511,291.11,","74.37,","68.68,",71.53,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.514,290.55,","80.97,","64.21,",72.59,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.502,289.89,","81.80,","55.62,",68.71,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.485,288.82,","80.19,","51.20,",65.7,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.466,287.84,","77.94,","47.20,",62.57,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.442,287.08,","74.79,","38.89,",56.84,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.408,285.93,","69.32,","33.16,",51.24,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.365,284.78,","63.14,","26.11,",44.63,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.332,284.13,","62.93,","16.25,",39.59,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.299,283.01,","62.60,","15.10,",38.85,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.266,281.51,","61.52,","15.35,",38.44,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.228,279.15,","56.97,","19.94,",38.45,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.196,276.07,","54.78,","24.85,",39.82,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.174,273.10,","57.08,","29.74,",43.41,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.148,270.31,","53.76,","36.31,",45.04,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.125,267.21,","48.68,","43.73,",46.21,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.106,264.82,","41.87,","46.62,",44.25,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.096,263.32,","40.84,","46.60,",43.72,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.088,261.63,","38.59,","51.81,",45.2,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.082,260.08,","34.27,","60.57,",47.42,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.079,258.69,","32.36,","70.04,",51.2,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.081,258.46,","33.32,","74.04,",53.68,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.080,257.85,","31.70,","77.00,",54.35,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.080,256.90,","30.04,","79.27,",54.66,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.080,255.92,","28.62,","83.58,",56.1,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.080,255.51,","25.96,","87.67,",56.81,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.081,256.48,","23.68,","88.44,",56.06,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.083,257.60,","20.75,","91.78,",56.27,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.089,259.72,","18.48,","94.54,",56.51,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.103,264.04,","19.27,","93.57,",56.42,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.124,269.45,","22.06,","89.99,",56.02,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.147,273.59,","23.28,","86.40,",54.84,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.172,277.08,","23.49,","80.75,",52.12,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.200,280.25,","26.05,","72.99,",49.52,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.234,282.66,","29.75,","67.13,",48.44,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.275,284.21,","33.97,","68.29,",51.13,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.330,286.17,","43.71,","63.54,",53.62,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.387,288.62,","54.86,","47.55,",51.2,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.437,290.70,","64.98,","32.77,",48.88,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.472,291.81,","69.98,","29.11,",49.55,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.496,292.35,","72.80,","29.54,",51.17,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.527,293.62,","79.51,","23.85,",51.68,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.519,293.06,","75.16,","31.28,",53.22,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.507,292.32,","68.16,","43.17,",55.66,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.501,292.37,","63.29,","50.34,",56.81,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.495,292.48,","60.77,","54.70,",57.74,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.490,292.47,","59.00,","57.57,",58.28,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.482,292.19,","55.93,","62.77,",59.35,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.484,292.03,","57.09,","65.71,",61.4,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.488,291.90,","59.61,","67.41,",63.51,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.492,291.82,","63.03,","65.75,",64.39,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.497,291.48,","68.37,","63.90,",66.13,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.504,291.41,","77.30,","52.78,",65.04,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.511,291.48,","86.55,","35.18,",60.86,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.510,291.13,","91.03,","24.32,",57.68,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.496,290.08,","90.84,","22.35,",56.59,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.481,289.01,","91.15,","18.81,",54.98,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.464,287.81,","91.69,","14.77,",53.23,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.439,286.20,","92.33,","12.63,",52.48,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.410,284.05,","93.79,","16.62,",55.2,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.379,282.44,","94.81,","19.63,",57.22,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.345,280.80,","94.33,","21.00,",57.66,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.303,278.26,","91.62,","26.28,",58.95,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.261,275.98,","87.38,","25.62,",56.5,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.221,273.63,","82.77,","26.76,",54.77,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.184,270.78,","75.63,","33.34,",54.48,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.151,267.98,","67.46,","38.97,",53.22,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.127,265.89,","60.55,","40.16,",50.36,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.113,264.87,","57.27,","37.56,",47.41,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.106,264.66,","55.86,","35.33,",45.59,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.101,264.11,","52.50,","38.86,",45.68,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.100,264.16,","51.23,","41.84,",46.53,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.098,263.79,","48.09,","48.26,",48.17,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.098,264.00,","46.52,","50.86,",48.69,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.095,263.97,","41.82,","55.51,",48.67,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.088,263.57,","34.54,","64.50,",49.52,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.084,263.98,","28.43,","71.38,",49.9,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.084,265.26,","25.26,","74.23,",49.74,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.083,266.57,","20.60,","79.91,",50.26,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.087,268.38,","16.80,","84.58,",50.69,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.096,270.59,","15.27,","86.65,",50.96,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.111,273.06,","15.45,","85.12,",50.28,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.129,275.58,","15.10,","81.45,",48.28,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.155,278.50,","15.86,","73.40,",44.63,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.187,281.12,","20.51,","65.95,",43.23,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.223,283.15,","25.28,","61.88,",43.58,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.262,285.13,","29.04,","58.53,",43.78,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.299,286.52,","32.38,","58.02,",45.2,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.333,287.30,","34.19,","58.25,",46.22,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.360,287.35,","35.30,","62.28,",48.79,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.387,287.64,","36.92,","64.86,",50.89,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.411,288.23,","39.10,","64.62,",51.86,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.440,289.18,","46.95,","60.84,",53.9,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.469,290.33,","56.51,","54.70,",55.6,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.494,291.49,","64.95,","47.31,",56.13,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.519,292.67,","72.89,","40.02,",56.46,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.541,293.89,","80.22,","33.08,",56.65,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.543,294.10,","81.47,","35.27,",58.37,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.540,294.05,","81.17,","38.31,",59.74,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.538,294.13,","80.81,","38.91,",59.86,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.528,293.63,","77.06,","45.46,",61.26,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.512,292.72,","70.39,","56.74,",63.57,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.498,291.60,","65.03,","68.14,",66.58,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.492,290.68,","64.71,","73.55,",69.13,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.493,290.19,","71.58,","68.40,",69.99,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.488,289.66,","76.84,","57.93,",67.39,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.482,289.09,","80.95,","47.45,",64.2,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.472,287.95,","82.35,","45.65,",64.0,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.465,287.27,","86.36,","36.46,",61.41,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.455,286.64,","89.84,","25.98,",57.91,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.431,285.38,","91.08,","20.21,",55.64,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.399,284.07,","92.20,","16.64,",54.42,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.360,282.44,","90.38,","20.12,",55.25,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.309,280.43,","82.23,","24.03,",53.13,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.259,278.91,","72.53,","21.46,",47.0,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.225,277.82,","69.09,","13.94,",41.52,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.197,276.81,","68.72,","8.27,",38.5,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.184,276.01,","74.29,","4.98,",39.63,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.172,274.87,","79.70,","3.71,",41.71,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.157,273.29,","80.93,","4.04,",42.48,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.141,271.53,","77.52,","6.93,",42.22,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.127,270.61,","70.84,","8.46,",39.65,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.120,270.02,","65.44,","11.69,",38.56,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.112,269.05,","58.84,","19.10,",38.97,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.106,268.85,","51.20,","24.33,",37.76,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.106,269.55,","48.56,","24.25,",36.4,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.109,270.13,","48.22,","25.72,",36.97,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.116,270.96,","49.85,","28.96,",39.4,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.126,272.27,","53.59,","30.70,",42.14,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.143,274.37,","60.84,","27.06,",43.95,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.170,277.01,","73.88,","21.23,",47.55,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.196,279.45,","82.12,","18.66,",50.39,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.225,281.58,","86.99,","20.13,",53.56,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.256,283.47,","90.57,","21.14,",55.86,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.289,285.38,","93.81,","15.35,",54.58,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.324,286.79,","96.10,","12.51,",54.3,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.353,287.33,","96.25,","15.40,",55.82,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.385,288.35,","95.07,","17.11,",56.09,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.415,289.70,","91.57,","18.55,",55.06,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.441,290.60,","88.50,","21.03,",54.76,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.465,291.64,","85.76,","17.89,",51.82,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.485,292.77,","83.38,","13.20,",48.29,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.503,293.86,","81.25,","10.09,",45.67,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.519,294.63,","80.39,","8.34,",44.37,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.527,294.89,","79.59,","9.29,",44.44,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.528,294.78,","77.63,","12.04,",44.83,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.521,294.62,","73.66,","15.41,",44.54,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.519,294.75,","70.66,","17.28,",43.97,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.522,295.10,","69.82,","18.43,",44.13,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.520,295.27,","69.31,","20.38,",44.85,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.511,295.12,","66.38,","24.60,",45.49,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.503,294.98,","63.18,","27.70,",45.44,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.503,295.00,","64.60,","27.26,",45.93,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.496,294.64,","62.50,","31.10,",46.8,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.483,293.96,","57.37,","36.98,",47.18,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.474,293.08,","55.58,","41.25,",48.41,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.470,292.10,","59.92,","41.93,",50.93,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.465,290.90,","65.37,","41.32,",53.34,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.453,289.65,","67.07,","40.28,",53.68,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.437,288.40,","67.00,","39.79,",53.4,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.427,287.27,","69.95,","36.13,",53.04,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.413,286.17,","72.83,","30.46,",51.65,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.389,284.34,","74.58,","30.19,",52.39,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.351,282.20,","72.89,","34.02,",53.45,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.309,280.26,","69.94,","38.09,",54.01,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.274,278.46,","68.65,","39.35,",54.0,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.236,276.59,","64.45,","37.79,",51.12,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.202,274.82,","60.88,","32.62,",46.75,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.182,273.61,","63.22,","26.84,",45.03,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.169,272.51,","67.42,","24.30,",45.86,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.160,271.63,","72.55,","20.82,",46.68,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.155,271.29,","78.06,","14.16,",46.11,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.155,271.17,","86.27,","8.03,",47.15,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.153,271.05,","90.63,","5.07,",47.85,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.151,271.34,","89.78,","3.33,",46.55,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.147,271.69,","86.94,","3.02,",44.98,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.149,272.38,","85.52,","3.02,",44.27,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.153,273.29,","85.18,","2.95,",44.06,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.157,273.84,","84.42,","4.69,",44.55,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.166,274.94,","86.48,","6.97,",46.73,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.174,276.22,","87.52,","8.99,",48.25,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.179,277.20,","85.51,","10.96,",48.24,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.179,277.72,","79.45,","17.22,",48.34,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.178,278.04,","71.01,","27.74,",49.38,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.181,278.74,","61.43,","37.66,",49.54,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.187,279.59,","53.82,","44.81,",49.32,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.202,280.89,","50.21,","45.18,",47.7,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.220,282.25,","46.00,","44.97,",45.48,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.251,283.81,","49.34,","43.37,",46.35,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.285,285.01,","52.40,","45.32,",48.86,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.320,286.03,","53.69,","50.96,",52.32,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.362,286.92,","58.43,","55.60,",57.01,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.408,288.32,","65.27,","50.00,",57.64,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.447,289.49,","70.69,","44.11,",57.4,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.476,290.35,","73.63,","42.54,",58.08,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.496,291.08,","74.60,","41.22,",57.91,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.514,291.78,","77.86,","38.69,",58.27,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.530,292.39,","81.71,","36.01,",58.86,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.542,292.82,","85.05,","34.61,",59.83,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.552,293.31,","87.47,","33.63,",60.55,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.555,293.40,","86.92,","39.38,",63.15,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.558,293.54,","88.96,","42.84,",65.9,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.553,293.66,","87.90,","43.77,",65.84,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.543,293.46,","84.04,","48.34,",66.19,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.531,292.93,","79.49,","55.37,",67.43,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.528,292.84,","78.52,","56.05,",67.29,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.525,292.71,","78.97,","54.61,",66.79,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.514,292.10,","76.31,","55.72,",66.01,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.499,291.36,","74.81,","53.24,",64.03,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.474,289.92,","71.04,","54.72,",62.88,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.445,288.34,","65.62,","56.44,",61.03,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.409,286.96,","56.59,","56.43,",56.51,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.384,286.22,","53.40,","47.24,",50.32,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.368,285.71,","54.84,","35.13,",44.98,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.352,285.30,","59.73,","20.98,",40.35,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.337,284.89,","66.27,","8.93,",37.6,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.324,284.48,","75.19,","2.73,",38.96,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.299,283.28,","77.96,","1.79,",39.88,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.273,281.77,","80.43,","2.05,",41.24,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.244,279.64,","81.08,","3.11,",42.09,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.212,277.30,","79.71,","5.68,",42.7,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.189,275.52,","79.57,","7.92,",43.74,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.165,273.89,","77.32,","9.27,",43.3,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.147,272.51,","74.92,","8.35,",41.63,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.134,271.32,","73.18,","7.61,",40.4,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.124,269.94,","70.78,","10.62,",40.7,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.112,268.57,","61.99,","17.74,",39.86,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.106,268.32,","56.27,","21.32,",38.8,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.104,268.01,","52.39,","27.36,",39.88,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.110,268.98,","54.55,","26.50,",40.52,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.114,270.52,","55.04,","22.62,",38.83,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.114,271.05,","51.62,","27.61,",39.62,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.115,271.72,","48.92,","32.64,",40.78,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.119,272.48,","47.91,","36.50,",42.2,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.127,273.52,","48.33,","41.38,",44.85,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.143,275.42,","51.52,","43.52,",47.52,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.166,277.59,","54.80,","44.82,",49.81,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.197,280.10,","60.74,","42.08,",51.41,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.236,283.01,","68.44,","31.44,",49.94,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.283,286.05,","77.22,","18.04,",47.63,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.327,287.89,","84.77,","11.08,",47.93,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.373,288.59,","90.04,","15.10,",52.57,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.421,290.27,","93.98,","12.97,",53.48,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.456,291.54,","94.10,","11.63,",52.86,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.482,291.97,","92.12,","14.63,",53.38,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.498,292.07,","88.52,","19.80,",54.16,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.515,292.39,","86.43,","23.82,",55.13,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.531,292.70,","86.02,","26.71,",56.37,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.542,293.00,","86.65,","28.10,",57.38,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.549,293.22,","87.49,","28.44,",57.96,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.554,293.52,","88.53,","27.47,",58.0,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.562,294.18,","90.50,","24.17,",57.34,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.568,294.93,","91.80,","20.94,",56.37,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.561,294.62,","89.31,","29.03,",59.17,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.559,294.82,","89.51,","28.86,",59.18,,,,,,,,,,,,,,,,
