,Mean,data,for,UKR,Province=,18:,"Poltava,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.097,268.90,","53.95,","37.04,",45.49,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.087,266.08,","55.17,","41.58,",48.38,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.084,263.13,","59.57,","48.98,",54.27,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.081,259.70,","63.80,","55.74,",59.77,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.073,254.23,","63.99,","72.73,",68.36,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.063,245.96,","62.13,","92.26,",77.19,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.056,237.16,","61.71,","96.23,",78.97,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.053,239.53,","53.73,","96.80,",75.26,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.053,245.20,","48.31,","92.34,",70.32,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.055,250.03,","41.69,","82.80,",62.24,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.059,253.88,","38.02,","75.59,",56.81,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.064,257.33,","36.56,","70.08,",53.32,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.071,260.23,","35.43,","70.17,",52.8,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.412,292.95,","44.47,","87.60,",66.04,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.420,292.86,","49.74,","89.27,",69.51,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.433,293.25,","57.93,","88.95,",73.44,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.441,293.59,","64.44,","88.58,",76.51,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.441,294.01,","71.52,","91.39,",81.45,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.437,294.23,","74.17,","91.82,",83.0,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.431,294.34,","77.16,","90.62,",83.89,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.422,294.10,","79.75,","89.79,",84.77,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.417,293.89,","84.62,","85.66,",85.14,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.410,293.48,","89.10,","79.46,",84.28,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.393,292.96,","90.06,","69.30,",79.68,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.372,291.81,","90.28,","62.99,",76.64,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.347,290.02,","88.49,","65.80,",77.14,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.316,287.89,","84.07,","68.39,",76.23,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.284,285.97,","79.45,","63.82,",71.63,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.254,284.38,","76.44,","52.25,",64.35,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.230,282.33,","76.87,","46.02,",61.45,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.208,280.23,","79.03,","40.18,",59.61,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.183,278.24,","77.89,","29.30,",53.6,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.154,274.95,","71.69,","31.98,",51.83,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.130,271.09,","67.36,","39.94,",53.65,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.115,268.54,","68.08,","39.49,",53.79,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.104,266.67,","70.72,","39.16,",54.94,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.092,265.23,","67.72,","39.56,",53.64,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.082,263.64,","66.59,","38.59,",52.59,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.079,262.98,","70.57,","35.29,",52.93,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.074,262.30,","73.45,","34.61,",54.03,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.070,262.07,","76.83,","33.23,",55.03,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.069,262.17,","76.12,","31.80,",53.96,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.064,260.70,","69.39,","39.25,",54.32,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.059,259.31,","63.24,","47.33,",55.28,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.055,257.79,","54.46,","55.51,",54.99,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.051,256.42,","45.10,","61.70,",53.4,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.049,255.42,","36.56,","66.25,",51.41,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.050,255.73,","31.38,","68.99,",50.18,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.053,256.38,","30.03,","71.48,",50.76,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.062,259.52,","30.03,","70.51,",50.27,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.074,263.55,","31.88,","68.97,",50.42,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.091,268.91,","35.85,","66.58,",51.22,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.115,274.00,","41.76,","63.57,",52.67,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.140,279.40,","46.40,","53.97,",50.18,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.165,284.00,","47.02,","45.75,",46.38,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.195,287.12,","47.66,","43.34,",45.5,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.232,289.62,","49.91,","46.09,",48.0,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.276,292.02,","54.05,","47.34,",50.7,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.326,294.66,","58.85,","41.23,",50.04,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.375,296.89,","64.53,","32.86,",48.7,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.410,298.32,","69.40,","27.52,",48.46,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.434,298.61,","71.79,","30.47,",51.13,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.458,297.92,","73.71,","45.49,",59.6,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.461,297.33,","73.85,","53.71,",63.78,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.462,297.15,","73.93,","56.65,",65.29,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.463,297.47,","74.93,","53.29,",64.11,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.459,297.74,","74.00,","51.06,",62.53,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.451,298.05,","72.26,","50.83,",61.54,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.440,298.07,","70.84,","54.98,",62.91,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.434,298.40,","72.02,","53.49,",62.75,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.426,298.64,","74.16,","49.30,",61.73,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.413,298.91,","75.28,","42.37,",58.82,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.398,298.98,","75.62,","32.26,",53.94,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.379,298.70,","75.81,","22.01,",48.91,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.358,298.11,","75.18,","12.77,",43.98,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.339,297.14,","75.59,","5.95,",40.77,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.317,295.80,","74.26,","3.85,",39.05,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.292,294.04,","71.63,","3.37,",37.5,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.269,291.16,","70.83,","6.03,",38.43,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.244,288.31,","70.33,","7.45,",38.89,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.219,285.47,","70.07,","12.10,",41.08,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.193,282.70,","70.20,","18.12,",44.16,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.169,279.59,","69.39,","19.00,",44.2,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.143,276.17,","64.46,","23.86,",44.16,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.119,273.25,","59.60,","27.07,",43.33,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.098,269.43,","54.41,","34.25,",44.33,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.081,265.56,","50.33,","44.20,",47.26,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.072,262.39,","48.54,","52.42,",50.48,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.067,261.35,","51.04,","48.11,",49.58,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.064,260.65,","54.66,","44.75,",49.7,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.060,259.66,","58.53,","45.14,",51.84,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.056,257.85,","61.34,","50.50,",55.92,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.054,256.96,","60.47,","53.06,",56.77,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.052,256.54,","56.75,","56.22,",56.48,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.048,255.80,","51.19,","61.38,",56.28,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.046,255.52,","46.05,","65.14,",55.6,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.042,255.95,","37.16,","64.82,",50.99,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.040,256.93,","29.08,","62.94,",46.01,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.039,257.90,","23.87,","64.07,",43.97,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.038,259.03,","20.66,","65.88,",43.27,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.045,261.90,","20.29,","65.36,",42.83,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.054,266.20,","21.60,","61.71,",41.65,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.067,271.44,","24.04,","57.45,",40.75,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.089,276.62,","29.63,","51.94,",40.79,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.114,282.06,","34.35,","40.57,",37.46,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.139,285.83,","35.33,","35.52,",35.42,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.167,288.73,","35.97,","33.06,",34.51,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.197,291.02,","35.90,","35.62,",35.76,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.235,293.12,","37.87,","38.25,",38.06,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.279,294.76,","39.43,","40.79,",40.11,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.328,295.71,","43.71,","45.66,",44.69,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.367,296.45,","48.59,","48.24,",48.41,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.397,296.71,","51.86,","50.97,",51.42,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.425,296.98,","58.54,","52.55,",55.54,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.445,297.44,","65.24,","50.95,",58.1,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.457,297.78,","72.12,","49.28,",60.7,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.468,298.31,","78.33,","44.52,",61.43,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.471,298.75,","80.12,","39.76,",59.94,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.463,298.91,","77.43,","38.45,",57.94,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.453,299.13,","74.30,","39.11,",56.7,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.439,299.10,","70.96,","43.74,",57.35,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.426,299.10,","69.07,","46.01,",57.54,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.410,299.01,","67.26,","45.60,",56.43,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.390,298.38,","65.08,","48.04,",56.56,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.372,297.41,","63.97,","49.17,",56.57,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.361,296.39,","67.60,","47.36,",57.48,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.347,295.34,","70.49,","41.82,",56.15,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.330,294.15,","72.12,","34.01,",53.06,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.314,292.72,","73.78,","30.84,",52.31,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.299,291.08,","75.81,","27.89,",51.85,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.276,288.73,","75.58,","29.31,",52.44,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.247,286.38,","72.69,","27.14,",49.91,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.220,284.12,","71.84,","25.89,",48.86,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.195,281.64,","72.80,","27.49,",50.15,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.166,278.80,","68.83,","25.13,",46.98,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.136,276.21,","60.53,","23.64,",42.08,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.110,274.23,","53.72,","21.38,",37.55,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.095,273.05,","53.04,","15.23,",34.13,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.089,272.64,","58.72,","8.85,",33.78,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.084,272.25,","61.35,","6.06,",33.71,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.081,270.89,","65.90,","5.11,",35.51,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.080,269.38,","72.19,","6.84,",39.51,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.082,268.50,","83.59,","8.35,",45.97,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.083,267.66,","92.75,","10.28,",51.52,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.079,266.52,","88.59,","14.18,",51.38,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.077,265.94,","85.38,","18.48,",51.93,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.081,266.04,","86.75,","21.50,",54.12,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.087,267.06,","88.08,","22.16,",55.12,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.095,268.30,","85.87,","21.89,",53.88,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.104,270.01,","80.54,","20.35,",50.45,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.116,272.16,","77.12,","18.56,",47.84,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.128,275.16,","76.30,","15.01,",45.66,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.140,278.97,","74.68,","9.77,",42.23,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.151,281.90,","72.86,","6.74,",39.8,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.163,284.29,","71.53,","7.09,",39.31,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.182,286.89,","73.88,","6.14,",40.01,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.204,289.20,","76.04,","5.02,",40.53,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.222,290.69,","72.01,","7.77,",39.89,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.247,292.13,","69.46,","10.66,",40.06,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.277,293.84,","68.31,","13.51,",40.91,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.312,295.82,","68.44,","14.08,",41.26,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.348,297.62,","68.42,","12.41,",40.41,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.384,298.88,","69.16,","11.68,",40.42,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.414,299.70,","71.99,","12.06,",42.02,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.435,300.19,","73.30,","13.52,",43.41,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.448,300.33,","73.35,","17.19,",45.27,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.456,300.00,","73.33,","23.77,",48.55,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.461,299.66,","74.88,","29.25,",52.06,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.463,299.89,","75.49,","27.55,",51.52,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.460,300.28,","73.48,","23.38,",48.43,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.449,300.22,","69.56,","24.50,",47.03,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.438,300.26,","66.27,","27.14,",46.7,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.422,300.56,","62.71,","28.63,",45.67,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.402,300.86,","57.50,","28.04,",42.77,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.382,301.12,","53.10,","24.09,",38.59,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.360,301.06,","49.62,","20.39,",35.01,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.339,300.72,","47.17,","13.95,",30.56,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.323,299.90,","48.39,","8.34,",28.36,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.310,298.45,","51.13,","6.25,",28.69,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.295,296.32,","53.62,","7.46,",30.54,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.285,294.44,","58.20,","9.19,",33.7,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.273,292.59,","62.46,","9.21,",35.83,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.259,290.44,","65.94,","8.24,",37.09,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.241,287.44,","68.74,","13.92,",41.33,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.219,284.23,","69.61,","24.40,",47.01,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.197,280.86,","70.75,","34.69,",52.72,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.175,277.46,","70.90,","36.13,",53.51,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.156,274.54,","69.38,","35.32,",52.35,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.136,272.13,","67.73,","33.79,",50.76,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.117,270.10,","64.53,","30.40,",47.46,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.097,268.13,","59.83,","30.70,",45.26,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.081,265.95,","53.66,","35.07,",44.37,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.068,264.25,","48.85,","34.14,",41.49,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.065,264.02,","53.44,","28.96,",41.2,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.065,264.39,","62.67,","23.92,",43.29,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.067,265.25,","72.27,","18.15,",45.21,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.070,266.22,","76.60,","13.62,",45.11,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.072,267.09,","77.06,","12.30,",44.68,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.072,268.26,","75.86,","11.64,",43.75,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.073,269.39,","72.20,","12.69,",42.44,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.078,270.78,","70.06,","12.56,",41.31,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.087,272.65,","66.21,","10.99,",38.6,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.096,274.79,","63.18,","9.42,",36.3,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.104,277.07,","61.52,","8.42,",34.97,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.114,278.51,","59.82,","10.97,",35.4,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.130,280.35,","61.37,","11.87,",36.62,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.145,282.30,","62.65,","14.46,",38.56,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.173,284.60,","69.32,","15.90,",42.61,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.215,287.71,","80.68,","12.01,",46.35,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.258,290.10,","87.18,","10.70,",48.94,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.298,291.72,","89.88,","13.06,",51.47,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.331,293.16,","89.18,","18.36,",53.77,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.359,293.87,","86.53,","30.85,",58.69,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.390,294.63,","84.87,","41.55,",63.21,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.411,294.97,","80.30,","53.11,",66.7,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.432,295.66,","79.86,","56.65,",68.25,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.453,296.70,","82.09,","50.99,",66.54,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.465,297.15,","82.93,","50.57,",66.75,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.477,297.38,","86.01,","51.26,",68.63,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.480,297.28,","86.50,","54.34,",70.42,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.483,297.64,","87.60,","51.51,",69.56,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.486,298.25,","88.51,","45.02,",66.76,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.482,298.37,","86.98,","44.37,",65.68,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.479,298.74,","87.26,","43.56,",65.41,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.473,299.52,","87.07,","39.71,",63.39,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.456,299.29,","83.56,","44.26,",63.91,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.441,299.14,","82.29,","44.32,",63.31,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.421,299.65,","80.06,","34.75,",57.4,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.394,299.44,","74.71,","27.06,",50.89,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.363,298.84,","68.82,","19.49,",44.15,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.329,297.45,","60.87,","17.17,",39.02,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.289,295.25,","50.25,","20.30,",35.28,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.255,292.74,","42.45,","30.41,",36.43,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.234,290.86,","41.97,","30.65,",36.31,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.219,289.25,","45.12,","22.85,",33.99,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.209,287.65,","52.03,","11.60,",31.81,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.201,286.23,","61.08,","2.85,",31.97,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.192,284.64,","70.42,","0.66,",35.54,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.177,281.84,","74.63,","1.53,",38.08,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.161,279.29,","76.41,","2.66,",39.53,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.145,277.34,","78.05,","2.63,",40.34,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.130,274.68,","79.87,","5.27,",42.57,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.113,271.53,","77.69,","13.06,",45.38,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.094,268.39,","69.38,","23.46,",46.42,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.076,265.04,","59.26,","30.93,",45.1,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.065,261.26,","54.21,","42.04,",48.13,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.057,258.70,","54.55,","49.23,",51.89,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.050,257.54,","52.45,","51.52,",51.98,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.043,256.96,","45.30,","52.91,",49.11,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.038,257.00,","39.54,","54.60,",47.07,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.037,257.71,","37.23,","54.19,",45.71,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.038,259.02,","36.64,","52.40,",44.52,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.042,261.04,","36.80,","47.28,",42.04,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.049,263.66,","36.76,","41.15,",38.95,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.058,266.05,","37.66,","38.25,",37.96,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.070,268.63,","40.83,","35.94,",38.38,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.084,271.69,","43.23,","34.00,",38.62,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.101,275.04,","46.66,","31.14,",38.9,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.126,278.19,","53.19,","31.07,",42.13,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.160,282.58,","63.50,","25.23,",44.37,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.193,286.92,","71.23,","16.17,",43.7,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.221,289.89,","71.80,","12.06,",41.93,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.246,291.88,","69.39,","12.14,",40.76,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.273,293.56,","66.62,","15.62,",41.12,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.300,294.76,","63.92,","23.35,",43.64,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.330,295.95,","61.11,","29.00,",45.06,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.363,297.12,","59.98,","30.62,",45.3,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.394,297.82,","62.26,","33.04,",47.65,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.421,298.49,","65.80,","31.88,",48.84,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.442,299.49,","69.55,","26.00,",47.78,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.455,300.19,","72.31,","21.88,",47.09,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.463,300.59,","76.21,","19.71,",47.96,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.467,300.80,","77.82,","18.23,",48.03,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.466,300.75,","77.39,","18.55,",47.97,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.459,300.36,","74.94,","22.97,",48.96,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.451,299.92,","73.32,","30.78,",52.05,,,,,,,,,,,,,,,,
