,Mean,data,for,UKR,Province=,3:,"Chernivtsi,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.153,273.04,","56.86,","30.91,",43.88,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.138,270.61,","58.35,","35.62,",46.99,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.126,268.00,","59.44,","40.09,",49.77,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.115,264.95,","62.30,","44.25,",53.28,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.103,261.31,","64.64,","51.49,",58.06,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.090,256.32,","60.55,","66.95,",63.75,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.079,250.47,","53.43,","85.20,",69.31,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.074,252.01,","42.09,","84.30,",63.19,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.079,255.78,","40.95,","77.76,",59.36,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.084,258.94,","39.00,","73.57,",56.29,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.088,261.28,","38.03,","73.11,",55.57,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.091,262.82,","36.29,","74.89,",55.59,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.094,264.07,","33.38,","77.63,",55.5,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.476,296.44,","56.23,","25.23,",40.73,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.465,296.79,","46.69,","22.94,",34.82,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.454,296.52,","38.03,","28.43,",33.23,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.440,296.16,","31.78,","35.03,",33.41,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.424,295.03,","31.41,","50.14,",40.77,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.429,294.55,","36.91,","55.05,",45.98,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.439,294.13,","45.34,","60.02,",52.68,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.447,293.74,","53.13,","62.30,",57.72,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.462,293.36,","65.20,","62.18,",63.69,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.466,292.81,","75.31,","58.50,",66.91,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.461,292.13,","81.50,","51.55,",66.53,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.443,291.25,","81.39,","45.79,",63.59,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.423,290.03,","79.40,","44.38,",61.89,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.407,288.84,","80.44,","42.85,",61.64,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.382,287.56,","79.14,","44.15,",61.64,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.351,286.50,","75.49,","34.63,",55.06,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.322,285.18,","73.86,","26.93,",50.39,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.290,283.46,","73.27,","23.79,",48.53,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.251,281.19,","69.51,","22.15,",45.83,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.205,278.24,","60.94,","24.44,",42.69,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.174,275.11,","58.30,","29.57,",43.94,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.159,272.69,","63.74,","32.15,",47.95,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.148,270.85,","68.62,","33.96,",51.29,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.141,269.23,","73.75,","34.67,",54.21,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.133,268.34,","77.92,","30.54,",54.23,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.132,268.21,","85.59,","25.06,",55.32,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.127,267.49,","87.20,","27.02,",57.11,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.117,265.80,","82.78,","34.34,",58.56,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.108,264.64,","76.56,","39.79,",58.17,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.098,262.85,","68.03,","47.83,",57.93,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.086,260.08,","53.58,","59.03,",56.31,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.076,257.39,","41.47,","68.77,",55.12,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.069,255.17,","33.25,","77.81,",55.53,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.068,254.78,","28.58,","82.46,",55.52,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.071,255.54,","27.96,","85.45,",56.71,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.079,257.44,","29.43,","86.94,",58.18,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.091,261.04,","31.28,","85.04,",58.16,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.112,266.63,","36.41,","76.41,",56.41,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.148,273.39,","45.93,","63.26,",54.59,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.175,277.93,","49.79,","56.03,",52.91,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.200,281.55,","51.77,","50.77,",51.27,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.227,284.88,","53.78,","43.94,",48.86,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.260,287.51,","54.66,","39.49,",47.07,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.299,288.93,","56.26,","43.57,",49.92,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.349,290.40,","62.77,","45.10,",53.93,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.397,292.03,","68.67,","41.31,",54.99,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.436,293.51,","72.38,","36.30,",54.34,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.465,294.41,","74.16,","35.71,",54.94,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.491,295.15,","77.80,","33.75,",55.77,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.520,295.94,","84.80,","30.33,",57.56,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.524,295.90,","85.37,","29.86,",57.62,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.516,295.34,","79.83,","37.32,",58.58,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.511,295.25,","75.07,","42.92,",58.99,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.510,295.31,","75.08,","45.14,",60.11,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.504,295.24,","72.86,","47.49,",60.18,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.497,294.90,","71.93,","51.66,",61.8,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.494,294.50,","72.88,","55.62,",64.25,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.490,294.09,","73.99,","60.28,",67.13,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.485,293.78,","74.68,","61.23,",67.95,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.480,293.30,","75.54,","62.53,",69.03,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.474,292.99,","79.91,","55.93,",67.92,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.467,292.86,","84.57,","43.05,",63.81,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.454,292.43,","86.55,","33.46,",60.01,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.438,291.36,","86.18,","30.84,",58.51,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.416,290.21,","84.56,","28.98,",56.77,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.392,288.71,","83.58,","31.01,",57.3,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.366,287.00,","82.94,","28.73,",55.84,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.333,285.77,","79.70,","20.39,",50.05,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.302,284.20,","79.15,","16.93,",48.04,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.271,282.05,","79.71,","15.25,",47.48,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.241,279.63,","79.65,","15.61,",47.63,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.211,277.59,","77.99,","16.72,",47.35,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.178,276.19,","74.47,","15.90,",45.18,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.152,273.60,","71.78,","21.76,",46.77,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.134,271.23,","70.53,","25.97,",48.25,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.121,269.73,","72.10,","24.91,",48.5,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.109,267.97,","72.55,","26.20,",49.37,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.097,266.06,","67.83,","32.46,",50.15,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.086,263.66,","58.59,","41.72,",50.15,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.078,262.10,","50.12,","48.03,",49.08,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.075,262.19,","46.38,","49.23,",47.8,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.073,262.09,","41.26,","51.92,",46.59,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.070,261.99,","36.17,","54.07,",45.12,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.066,262.03,","30.62,","57.25,",43.94,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.064,262.42,","25.61,","61.54,",43.58,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.063,263.32,","23.28,","65.67,",44.48,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.061,262.79,","20.19,","75.07,",47.63,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.064,262.91,","17.93,","81.70,",49.82,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.075,264.55,","18.58,","82.80,",50.69,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.090,267.33,","18.99,","83.90,",51.44,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.112,271.52,","21.23,","81.93,",51.58,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.146,276.62,","28.00,","76.80,",52.4,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.186,280.95,","36.53,","70.22,",53.38,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.231,284.29,","43.11,","64.39,",53.75,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.281,286.72,","49.35,","62.06,",55.71,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.326,288.94,","54.08,","58.45,",56.27,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.361,290.66,","54.74,","53.97,",54.36,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.389,291.54,","54.25,","54.68,",54.46,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.415,292.20,","53.72,","56.59,",55.15,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.435,292.45,","53.15,","59.53,",56.34,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.455,293.02,","57.56,","57.88,",57.72,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.471,293.78,","61.89,","52.82,",57.36,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.485,294.35,","66.00,","47.49,",56.74,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.498,295.04,","70.92,","40.60,",55.76,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.509,295.65,","75.35,","37.61,",56.48,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.510,295.74,","76.57,","39.54,",58.06,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.509,295.72,","76.89,","41.46,",59.17,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.508,295.82,","78.95,","40.45,",59.7,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.502,295.48,","77.93,","43.35,",60.64,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.490,294.88,","74.04,","49.86,",61.95,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.482,294.25,","73.20,","54.86,",64.03,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.478,293.55,","75.13,","59.00,",67.06,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.473,292.87,","79.73,","57.34,",68.53,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.462,292.23,","82.55,","50.15,",66.35,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.446,291.52,","83.13,","42.86,",63.0,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.432,290.55,","84.36,","39.00,",61.68,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.420,289.87,","88.34,","32.45,",60.39,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.405,288.87,","91.78,","29.24,",60.51,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.384,287.48,","93.64,","22.93,",58.28,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.361,286.16,","95.16,","15.80,",55.48,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.331,284.75,","95.00,","11.96,",53.48,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.295,282.78,","93.20,","9.87,",51.54,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.263,281.13,","92.09,","7.02,",49.56,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.235,279.95,","91.19,","5.52,",48.35,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.208,278.64,","90.20,","5.31,",47.75,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.190,277.89,","91.13,","3.64,",47.39,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.174,276.65,","91.82,","3.19,",47.51,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.159,274.87,","94.30,","3.16,",48.73,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.147,273.68,","97.22,","2.72,",49.97,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.139,274.09,","98.45,","1.86,",50.16,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.135,274.22,","97.94,","2.24,",50.09,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.134,274.46,","97.05,","2.78,",49.91,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.132,274.80,","95.10,","3.57,",49.34,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.138,275.93,","93.62,","3.43,",48.52,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.140,276.21,","89.33,","5.41,",47.37,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.143,276.90,","83.57,","7.62,",45.59,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.148,277.61,","78.26,","10.23,",44.25,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.158,279.15,","76.98,","10.38,",43.68,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.174,281.11,","79.18,","9.81,",44.49,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.189,282.85,","80.17,","10.72,",45.45,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.206,284.06,","80.88,","11.08,",45.98,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.234,285.83,","85.30,","12.41,",48.85,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.266,287.92,","90.88,","10.32,",50.6,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.297,289.31,","94.91,","8.19,",51.55,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.329,290.21,","96.77,","8.79,",52.78,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.363,291.40,","96.50,","9.95,",53.22,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.400,292.94,","96.02,","10.07,",53.04,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.431,293.99,","94.37,","12.19,",53.28,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.458,294.98,","91.96,","12.65,",52.31,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.479,295.75,","89.96,","13.87,",51.91,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.498,296.52,","88.77,","13.81,",51.29,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.513,297.02,","88.84,","14.45,",51.65,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.522,297.22,","89.30,","16.11,",52.7,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.525,297.21,","88.92,","16.06,",52.49,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.525,297.20,","86.55,","14.08,",50.31,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.524,297.48,","83.73,","11.01,",47.37,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.525,298.00,","82.23,","8.55,",45.39,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.517,297.99,","78.02,","10.41,",44.21,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.510,297.88,","75.21,","13.54,",44.37,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.503,297.76,","73.82,","16.30,",45.06,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.495,297.43,","72.00,","18.44,",45.22,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.482,296.85,","67.96,","23.97,",45.97,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.468,295.91,","63.76,","32.22,",47.99,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.461,294.76,","64.13,","42.75,",53.44,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.460,293.79,","71.54,","45.79,",58.67,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.452,292.66,","76.43,","45.72,",61.07,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.442,291.63,","80.30,","42.11,",61.21,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.430,290.67,","83.19,","37.93,",60.56,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.413,289.42,","84.33,","36.96,",60.65,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.392,288.29,","84.98,","35.76,",60.37,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.364,286.56,","83.12,","33.82,",58.47,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.329,283.90,","78.78,","41.16,",59.97,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.290,281.25,","74.31,","44.44,",59.38,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.252,279.30,","71.47,","36.40,",53.94,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.217,277.00,","69.41,","31.36,",50.38,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.187,274.71,","68.17,","31.21,",49.69,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.157,272.40,","65.52,","33.42,",49.47,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.131,270.18,","60.88,","36.94,",48.91,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.105,268.11,","51.28,","39.29,",45.28,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.090,266.56,","47.84,","37.47,",42.66,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.083,265.69,","50.25,","34.06,",42.15,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.076,265.12,","47.93,","34.30,",41.11,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.077,265.74,","49.71,","31.96,",40.83,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.084,266.92,","55.43,","28.54,",41.99,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.094,268.01,","64.29,","25.93,",45.11,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.106,270.06,","69.69,","21.99,",45.84,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.122,272.76,","76.53,","15.83,",46.18,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.140,275.12,","82.35,","12.54,",47.44,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.153,276.87,","81.89,","12.25,",47.07,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.166,278.91,","82.55,","11.12,",46.84,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.182,280.91,","84.22,","10.90,",47.56,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.198,282.19,","85.29,","13.68,",49.49,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.213,283.27,","84.95,","14.67,",49.81,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.226,284.18,","82.63,","19.84,",51.24,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.245,285.32,","82.56,","22.96,",52.76,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.264,286.47,","80.89,","24.38,",52.63,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.289,287.39,","80.61,","27.59,",54.1,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.323,288.16,","80.83,","34.64,",57.74,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.358,288.97,","80.25,","43.01,",61.63,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.396,289.84,","81.55,","50.00,",65.77,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.430,290.82,","82.07,","52.77,",67.42,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.454,291.44,","80.56,","56.32,",68.44,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.478,292.67,","80.56,","52.69,",66.62,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.497,293.97,","81.07,","45.46,",63.26,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.506,294.59,","80.68,","43.07,",61.87,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.511,295.17,","80.16,","38.58,",59.37,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.519,295.84,","81.95,","30.57,",56.26,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.522,296.33,","81.28,","25.37,",53.32,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.519,296.43,","78.21,","28.61,",53.41,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.517,296.27,","77.77,","33.49,",55.63,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.514,296.26,","77.06,","35.19,",56.12,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.505,296.10,","75.34,","37.53,",56.44,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.493,295.41,","71.38,","44.85,",58.11,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.487,295.05,","71.35,","47.99,",59.67,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.484,295.26,","73.57,","41.17,",57.37,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.473,294.95,","71.20,","39.91,",55.55,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.455,294.19,","68.94,","40.10,",54.52,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.428,292.72,","62.94,","44.21,",53.58,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.404,291.42,","59.98,","43.57,",51.77,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.387,290.38,","60.17,","40.29,",50.23,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.371,289.41,","61.69,","36.82,",49.25,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.358,288.37,","66.50,","34.71,",50.6,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.345,287.47,","72.74,","22.87,",47.81,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.330,286.94,","79.03,","6.84,",42.94,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.311,285.78,","84.98,","2.51,",43.75,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.283,283.68,","87.36,","3.02,",45.19,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.258,281.39,","90.38,","5.07,",47.73,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.234,279.70,","91.96,","6.21,",49.08,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.206,278.05,","91.60,","7.52,",49.56,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.181,275.57,","89.16,","13.40,",51.28,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.157,273.08,","85.55,","18.13,",51.84,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.134,270.73,","81.47,","20.11,",50.79,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.114,268.73,","76.39,","21.97,",49.18,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.097,266.96,","67.55,","27.65,",47.6,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.080,264.54,","53.38,","36.98,",45.18,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.071,263.42,","45.24,","41.96,",43.6,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.066,263.21,","40.81,","44.34,",42.58,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.063,263.34,","35.33,","46.27,",40.8,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.062,264.19,","33.07,","45.96,",39.51,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.066,265.21,","33.07,","47.60,",40.34,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.075,267.17,","35.20,","47.06,",41.13,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.084,269.17,","37.77,","47.36,",42.56,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.095,270.46,","39.78,","50.71,",45.24,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.110,272.25,","42.41,","52.28,",47.34,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.133,274.49,","47.31,","51.06,",49.18,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.168,277.76,","56.40,","48.28,",52.34,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.213,281.68,","67.77,","41.14,",54.45,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.258,285.36,","78.23,","30.98,",54.61,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.306,288.25,","87.25,","21.99,",54.62,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.351,290.16,","91.80,","19.58,",55.69,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.390,291.57,","92.19,","21.80,",57.0,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.424,292.67,","91.48,","24.80,",58.14,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.454,293.72,","90.20,","25.41,",57.8,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.474,294.52,","87.16,","26.54,",56.85,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.490,295.14,","83.77,","28.83,",56.3,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.500,295.57,","80.50,","30.16,",55.33,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.506,296.03,","78.71,","28.90,",53.8,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.508,296.29,","76.75,","26.71,",51.73,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.512,296.56,","76.60,","22.19,",49.39,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.516,296.93,","76.85,","18.00,",47.43,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.519,297.49,","76.82,","15.06,",45.94,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.512,297.47,","73.61,","17.35,",45.48,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.506,297.64,","71.09,","16.79,",43.94,,,,,,,,,,,,,,,,
