,Mean,data,for,UKR,Province=,9:,"Kherson,",from,1981,to,2017<br>The,data.1,below,were,extracted,from.1,weekly,files,like:,"../AVHRR_VHP/4km/ts_L1_v1/ByWeek/VHP_L1_Mean_198135.txt<br><tt><pre>year,week,,","provinceID,","SMN,SMT,VCI,TCI,VHI"
1123,2003,47.0,"0.079,271.54,","23.97,","52.55,",38.26,,,,,,,,,,,,,,,,
1124,2003,48.0,"0.071,267.73,","22.98,","59.57,",41.27,,,,,,,,,,,,,,,,
1125,2003,49.0,"0.065,263.33,","22.98,","68.04,",45.51,,,,,,,,,,,,,,,,
1126,2003,50.0,"0.061,258.44,","23.48,","76.40,",49.94,,,,,,,,,,,,,,,,
1127,2003,51.0,"0.057,251.50,","23.41,","85.07,",54.24,,,,,,,,,,,,,,,,
1128,2003,52.0,"0.052,241.67,","21.71,","91.70,",56.7,,,,,,,,,,,,,,,,
1129,2004,1.0,"0.051,234.66,","22.97,","93.90,",58.43,,,,,,,,,,,,,,,,
1130,2004,5.0,"0.066,244.74,","35.70,","89.51,",62.6,,,,,,,,,,,,,,,,
1131,2004,6.0,"0.075,253.65,","39.43,","82.23,",60.83,,,,,,,,,,,,,,,,
1132,2004,7.0,"0.087,261.33,","42.60,","70.21,",56.4,,,,,,,,,,,,,,,,
1133,2004,8.0,"0.098,266.82,","44.43,","59.44,",51.94,,,,,,,,,,,,,,,,
1134,2004,9.0,"0.109,270.61,","45.67,","54.87,",50.27,,,,,,,,,,,,,,,,
1135,2004,10.0,"0.117,272.22,","44.22,","58.53,",51.37,,,,,,,,,,,,,,,,
1136,2004,25.0,"0.377,300.08,","83.30,","66.39,",74.85,,,,,,,,,,,,,,,,
1137,2004,26.0,"0.367,299.69,","80.47,","73.04,",76.76,,,,,,,,,,,,,,,,
1138,2004,27.0,"0.364,300.15,","80.25,","71.71,",75.98,,,,,,,,,,,,,,,,
1139,2004,28.0,"0.359,300.36,","79.55,","70.35,",74.95,,,,,,,,,,,,,,,,
1140,2004,30.0,"0.343,300.13,","79.27,","71.70,",75.49,,,,,,,,,,,,,,,,
1141,2004,31.0,"0.337,299.58,","81.38,","74.56,",77.97,,,,,,,,,,,,,,,,
1142,2004,32.0,"0.333,299.00,","83.96,","76.83,",80.4,,,,,,,,,,,,,,,,
1143,2004,33.0,"0.330,298.40,","85.83,","79.09,",82.46,,,,,,,,,,,,,,,,
1144,2004,34.0,"0.332,298.03,","88.32,","78.83,",83.58,,,,,,,,,,,,,,,,
1145,2004,35.0,"0.330,297.56,","89.76,","75.93,",82.84,,,,,,,,,,,,,,,,
1146,2004,36.0,"0.321,296.96,","89.55,","67.34,",78.44,,,,,,,,,,,,,,,,
1147,2004,37.0,"0.306,296.13,","88.36,","59.22,",73.79,,,,,,,,,,,,,,,,
1148,2004,38.0,"0.287,294.78,","86.97,","57.27,",72.12,,,,,,,,,,,,,,,,
1149,2004,39.0,"0.267,293.28,","84.40,","54.23,",69.31,,,,,,,,,,,,,,,,
1150,2004,40.0,"0.245,291.41,","78.79,","50.19,",64.49,,,,,,,,,,,,,,,,
1151,2004,41.0,"0.225,289.20,","72.11,","45.38,",58.74,,,,,,,,,,,,,,,,
1152,2004,42.0,"0.206,286.97,","66.01,","39.43,",52.72,,,,,,,,,,,,,,,,
1153,2004,43.0,"0.189,284.86,","61.69,","35.36,",48.52,,,,,,,,,,,,,,,,
1154,2004,44.0,"0.171,282.68,","56.70,","28.18,",42.44,,,,,,,,,,,,,,,,
1155,2004,45.0,"0.155,280.14,","52.90,","28.89,",40.9,,,,,,,,,,,,,,,,
1156,2004,46.0,"0.141,277.53,","50.69,","32.58,",41.64,,,,,,,,,,,,,,,,
1157,2004,47.0,"0.133,275.37,","50.84,","34.56,",42.7,,,,,,,,,,,,,,,,
1158,2004,48.0,"0.126,273.11,","52.21,","35.77,",43.99,,,,,,,,,,,,,,,,
1159,2004,49.0,"0.123,271.83,","55.81,","32.87,",44.34,,,,,,,,,,,,,,,,
1160,2004,50.0,"0.121,270.91,","59.90,","29.29,",44.59,,,,,,,,,,,,,,,,
1161,2004,51.0,"0.121,270.50,","64.92,","25.28,",45.1,,,,,,,,,,,,,,,,
1162,2004,52.0,"0.122,270.54,","67.98,","22.10,",45.04,,,,,,,,,,,,,,,,
1163,2005,1.0,"0.120,269.90,","69.45,","23.10,",46.27,,,,,,,,,,,,,,,,
1164,2005,2.0,"0.116,269.32,","68.82,","23.62,",46.22,,,,,,,,,,,,,,,,
1165,2005,3.0,"0.104,267.08,","62.11,","32.50,",47.31,,,,,,,,,,,,,,,,
1166,2005,4.0,"0.093,264.40,","55.02,","44.18,",49.6,,,,,,,,,,,,,,,,
1167,2005,5.0,"0.088,262.11,","50.49,","54.57,",52.53,,,,,,,,,,,,,,,,
1168,2005,6.0,"0.088,263.82,","47.37,","54.48,",50.92,,,,,,,,,,,,,,,,
1169,2005,7.0,"0.094,265.98,","47.03,","54.58,",50.81,,,,,,,,,,,,,,,,
1170,2005,8.0,"0.105,269.02,","48.31,","51.52,",49.92,,,,,,,,,,,,,,,,
1171,2005,9.0,"0.117,271.63,","49.41,","51.23,",50.32,,,,,,,,,,,,,,,,
1172,2005,10.0,"0.136,275.29,","52.26,","46.78,",49.52,,,,,,,,,,,,,,,,
1173,2005,11.0,"0.154,278.96,","55.29,","40.82,",48.06,,,,,,,,,,,,,,,,
1174,2005,12.0,"0.169,282.44,","56.69,","36.12,",46.4,,,,,,,,,,,,,,,,
1175,2005,13.0,"0.186,285.60,","57.52,","33.31,",45.42,,,,,,,,,,,,,,,,
1176,2005,14.0,"0.202,288.67,","57.57,","30.05,",43.81,,,,,,,,,,,,,,,,
1177,2005,15.0,"0.217,291.60,","56.32,","26.58,",41.45,,,,,,,,,,,,,,,,
1178,2005,16.0,"0.234,293.47,","54.37,","29.04,",41.7,,,,,,,,,,,,,,,,
1179,2005,17.0,"0.254,295.31,","52.76,","33.02,",42.89,,,,,,,,,,,,,,,,
1180,2005,18.0,"0.277,296.94,","52.56,","34.68,",43.62,,,,,,,,,,,,,,,,
1181,2005,19.0,"0.300,298.61,","52.32,","36.53,",44.42,,,,,,,,,,,,,,,,
1182,2005,20.0,"0.319,300.17,","52.96,","35.91,",44.43,,,,,,,,,,,,,,,,
1183,2005,21.0,"0.330,301.27,","54.16,","36.18,",45.17,,,,,,,,,,,,,,,,
1184,2005,22.0,"0.333,301.70,","54.45,","39.44,",46.94,,,,,,,,,,,,,,,,
1185,2005,24.0,"0.328,301.29,","57.81,","51.48,",54.65,,,,,,,,,,,,,,,,
1186,2005,25.0,"0.324,300.86,","58.96,","61.62,",60.29,,,,,,,,,,,,,,,,
1187,2005,26.0,"0.322,300.78,","60.95,","66.88,",63.92,,,,,,,,,,,,,,,,
1188,2005,27.0,"0.320,301.11,","62.42,","66.94,",64.68,,,,,,,,,,,,,,,,
1189,2005,28.0,"0.320,301.53,","64.36,","63.86,",64.11,,,,,,,,,,,,,,,,
1190,2005,29.0,"0.317,302.03,","65.90,","60.31,",63.11,,,,,,,,,,,,,,,,
1191,2005,30.0,"0.312,302.47,","67.58,","55.77,",61.67,,,,,,,,,,,,,,,,
1192,2005,31.0,"0.307,302.82,","69.88,","51.19,",60.54,,,,,,,,,,,,,,,,
1193,2005,32.0,"0.299,303.07,","71.52,","46.30,",58.91,,,,,,,,,,,,,,,,
1194,2005,33.0,"0.290,303.17,","71.31,","42.37,",56.84,,,,,,,,,,,,,,,,
1195,2005,34.0,"0.276,302.94,","67.82,","39.31,",53.56,,,,,,,,,,,,,,,,
1196,2005,35.0,"0.257,302.40,","61.62,","34.32,",47.97,,,,,,,,,,,,,,,,
1197,2005,36.0,"0.235,301.46,","54.40,","26.46,",40.43,,,,,,,,,,,,,,,,
1198,2005,37.0,"0.214,299.92,","47.60,","23.43,",35.51,,,,,,,,,,,,,,,,
1199,2005,38.0,"0.198,298.30,","44.31,","21.62,",32.97,,,,,,,,,,,,,,,,
1200,2005,39.0,"0.184,296.76,","42.38,","17.50,",29.94,,,,,,,,,,,,,,,,
1201,2005,40.0,"0.171,294.34,","40.14,","19.55,",29.85,,,,,,,,,,,,,,,,
1202,2005,41.0,"0.159,291.81,","38.61,","19.11,",28.86,,,,,,,,,,,,,,,,
1203,2005,42.0,"0.143,288.80,","35.43,","21.50,",28.47,,,,,,,,,,,,,,,,
1204,2005,43.0,"0.127,285.86,","32.39,","26.39,",29.39,,,,,,,,,,,,,,,,
1205,2005,44.0,"0.111,282.32,","28.94,","29.95,",29.44,,,,,,,,,,,,,,,,
1206,2005,45.0,"0.096,278.80,","25.60,","36.63,",31.11,,,,,,,,,,,,,,,,
1207,2005,46.0,"0.085,276.57,","23.99,","37.34,",30.67,,,,,,,,,,,,,,,,
1208,2005,47.0,"0.078,274.58,","23.11,","37.82,",30.46,,,,,,,,,,,,,,,,
1209,2005,48.0,"0.071,271.95,","22.96,","40.51,",31.74,,,,,,,,,,,,,,,,
1210,2005,49.0,"0.066,269.14,","23.22,","44.02,",33.62,,,,,,,,,,,,,,,,
1211,2005,50.0,"0.060,266.22,","22.63,","48.47,",35.55,,,,,,,,,,,,,,,,
1212,2005,51.0,"0.058,264.49,","24.32,","48.52,",36.42,,,,,,,,,,,,,,,,
1213,2005,52.0,"0.057,263.09,","25.11,","49.43,",37.27,,,,,,,,,,,,,,,,
1214,2006,1.0,"0.054,261.08,","24.92,","55.51,",40.21,,,,,,,,,,,,,,,,
1215,2006,2.0,"0.053,260.47,","26.46,","56.64,",41.55,,,,,,,,,,,,,,,,
1216,2006,3.0,"0.052,260.49,","26.90,","56.27,",41.59,,,,,,,,,,,,,,,,
1217,2006,4.0,"0.050,260.35,","25.69,","58.33,",42.01,,,,,,,,,,,,,,,,
1218,2006,5.0,"0.051,260.77,","25.44,","59.36,",42.4,,,,,,,,,,,,,,,,
1219,2006,6.0,"0.054,262.98,","25.92,","57.73,",41.83,,,,,,,,,,,,,,,,
1220,2006,7.0,"0.058,266.10,","25.86,","54.25,",40.05,,,,,,,,,,,,,,,,
1221,2006,8.0,"0.065,269.09,","26.81,","50.96,",38.89,,,,,,,,,,,,,,,,
1222,2006,9.0,"0.073,271.61,","27.77,","50.76,",39.26,,,,,,,,,,,,,,,,
1223,2006,10.0,"0.086,274.87,","30.09,","47.76,",38.93,,,,,,,,,,,,,,,,
1224,2006,11.0,"0.105,278.66,","34.73,","41.27,",38.0,,,,,,,,,,,,,,,,
1225,2006,12.0,"0.127,282.85,","39.76,","33.24,",36.5,,,,,,,,,,,,,,,,
1226,2006,13.0,"0.146,286.90,","42.54,","25.90,",34.22,,,,,,,,,,,,,,,,
1227,2006,14.0,"0.167,290.01,","44.59,","22.02,",33.31,,,,,,,,,,,,,,,,
1228,2006,15.0,"0.187,292.64,","45.66,","19.66,",32.66,,,,,,,,,,,,,,,,
1229,2006,16.0,"0.208,294.58,","44.99,","20.39,",32.69,,,,,,,,,,,,,,,,
1230,2006,17.0,"0.227,295.14,","42.65,","33.85,",38.25,,,,,,,,,,,,,,,,
1231,2006,18.0,"0.252,296.34,","42.51,","39.79,",41.15,,,,,,,,,,,,,,,,
1232,2006,19.0,"0.281,298.10,","44.57,","41.23,",42.9,,,,,,,,,,,,,,,,
1233,2006,20.0,"0.308,299.36,","48.16,","43.19,",45.68,,,,,,,,,,,,,,,,
1234,2006,21.0,"0.329,300.26,","53.78,","44.52,",49.15,,,,,,,,,,,,,,,,
1235,2006,22.0,"0.342,300.75,","59.63,","47.14,",53.39,,,,,,,,,,,,,,,,
1236,2006,23.0,"0.352,301.20,","67.21,","47.43,",57.32,,,,,,,,,,,,,,,,
1237,2006,24.0,"0.356,301.65,","73.35,","48.21,",60.78,,,,,,,,,,,,,,,,
1238,2006,25.0,"0.356,302.01,","75.92,","51.63,",63.78,,,,,,,,,,,,,,,,
1239,2006,26.0,"0.355,302.67,","77.56,","50.98,",64.27,,,,,,,,,,,,,,,,
1240,2006,27.0,"0.355,303.48,","78.59,","47.72,",63.16,,,,,,,,,,,,,,,,
1241,2006,28.0,"0.349,303.96,","77.19,","44.89,",61.04,,,,,,,,,,,,,,,,
1242,2006,29.0,"0.338,304.44,","74.81,","41.43,",58.12,,,,,,,,,,,,,,,,
1243,2006,30.0,"0.325,304.66,","72.82,","38.71,",55.77,,,,,,,,,,,,,,,,
1244,2006,31.0,"0.313,304.84,","72.34,","35.67,",54.01,,,,,,,,,,,,,,,,
1245,2006,32.0,"0.299,304.81,","71.32,","32.84,",52.08,,,,,,,,,,,,,,,,
1246,2006,33.0,"0.285,304.12,","68.72,","34.88,",51.8,,,,,,,,,,,,,,,,
1247,2006,34.0,"0.272,302.94,","65.52,","39.56,",52.54,,,,,,,,,,,,,,,,
1248,2006,35.0,"0.263,301.64,","64.21,","41.43,",52.82,,,,,,,,,,,,,,,,
1249,2006,36.0,"0.252,300.44,","62.46,","36.23,",49.35,,,,,,,,,,,,,,,,
1250,2006,37.0,"0.239,299.40,","60.16,","28.69,",44.42,,,,,,,,,,,,,,,,
1251,2006,38.0,"0.228,298.35,","60.44,","21.21,",40.82,,,,,,,,,,,,,,,,
1252,2006,39.0,"0.216,296.93,","60.39,","15.64,",38.02,,,,,,,,,,,,,,,,
1253,2006,40.0,"0.204,295.09,","58.21,","12.44,",35.33,,,,,,,,,,,,,,,,
1254,2006,41.0,"0.188,292.71,","53.99,","11.25,",32.62,,,,,,,,,,,,,,,,
1255,2006,42.0,"0.173,290.30,","50.26,","9.58,",29.92,,,,,,,,,,,,,,,,
1256,2006,43.0,"0.160,288.03,","48.38,","10.68,",29.53,,,,,,,,,,,,,,,,
1257,2006,44.0,"0.148,285.57,","45.92,","8.89,",27.41,,,,,,,,,,,,,,,,
1258,2006,45.0,"0.135,283.38,","43.94,","9.71,",26.83,,,,,,,,,,,,,,,,
1259,2006,46.0,"0.126,281.72,","43.20,","10.50,",26.85,,,,,,,,,,,,,,,,
1260,2006,47.0,"0.119,280.50,","43.70,","8.62,",26.16,,,,,,,,,,,,,,,,
1261,2006,48.0,"0.116,279.57,","46.78,","5.16,",25.97,,,,,,,,,,,,,,,,
1262,2006,49.0,"0.112,278.51,","49.70,","3.68,",26.69,,,,,,,,,,,,,,,,
1263,2006,50.0,"0.112,277.41,","54.87,","2.52,",28.7,,,,,,,,,,,,,,,,
1264,2006,51.0,"0.114,276.58,","60.66,","1.78,",31.22,,,,,,,,,,,,,,,,
1265,2006,52.0,"0.117,276.16,","65.09,","1.45,",33.27,,,,,,,,,,,,,,,,
1266,2007,1.0,"0.120,275.85,","70.61,","1.23,",35.92,,,,,,,,,,,,,,,,
1267,2007,2.0,"0.119,275.23,","71.90,","1.71,",36.8,,,,,,,,,,,,,,,,
1268,2007,3.0,"0.123,275.55,","74.33,","2.02,",38.18,,,,,,,,,,,,,,,,
1269,2007,4.0,"0.126,276.33,","76.57,","2.45,",39.51,,,,,,,,,,,,,,,,
1270,2007,5.0,"0.128,276.34,","75.86,","5.02,",40.44,,,,,,,,,,,,,,,,
1271,2007,6.0,"0.127,276.27,","72.09,","10.25,",41.17,,,,,,,,,,,,,,,,
1272,2007,7.0,"0.124,276.51,","64.45,","16.44,",40.44,,,,,,,,,,,,,,,,
1273,2007,8.0,"0.126,277.94,","59.58,","18.72,",39.15,,,,,,,,,,,,,,,,
1274,2007,9.0,"0.138,280.30,","59.87,","17.80,",38.84,,,,,,,,,,,,,,,,
1275,2007,10.0,"0.149,282.93,","58.51,","16.55,",37.53,,,,,,,,,,,,,,,,
1276,2007,11.0,"0.167,285.45,","60.56,","12.97,",36.77,,,,,,,,,,,,,,,,
1277,2007,12.0,"0.187,287.92,","63.69,","10.27,",36.98,,,,,,,,,,,,,,,,
1278,2007,13.0,"0.211,290.30,","67.22,","9.60,",38.41,,,,,,,,,,,,,,,,
1279,2007,14.0,"0.230,292.08,","67.77,","11.61,",39.69,,,,,,,,,,,,,,,,
1280,2007,15.0,"0.242,293.28,","65.08,","16.41,",40.74,,,,,,,,,,,,,,,,
1281,2007,16.0,"0.261,295.36,","63.58,","15.72,",39.65,,,,,,,,,,,,,,,,
1282,2007,17.0,"0.280,297.77,","61.58,","12.49,",37.03,,,,,,,,,,,,,,,,
1283,2007,18.0,"0.294,299.92,","58.37,","8.76,",33.57,,,,,,,,,,,,,,,,
1284,2007,19.0,"0.301,302.07,","52.62,","5.10,",28.86,,,,,,,,,,,,,,,,
1285,2007,20.0,"0.301,303.86,","44.65,","3.24,",23.95,,,,,,,,,,,,,,,,
1286,2007,21.0,"0.294,305.39,","36.75,","1.58,",19.17,,,,,,,,,,,,,,,,
1287,2007,22.0,"0.283,306.39,","28.59,","1.44,",15.01,,,,,,,,,,,,,,,,
1288,2007,23.0,"0.268,306.84,","22.57,","2.26,",12.41,,,,,,,,,,,,,,,,
1289,2007,24.0,"0.259,307.18,","21.39,","3.08,",12.23,,,,,,,,,,,,,,,,
1290,2007,25.0,"0.254,307.75,","21.90,","4.08,",12.99,,,,,,,,,,,,,,,,
1291,2007,26.0,"0.247,308.45,","22.38,","4.29,",13.33,,,,,,,,,,,,,,,,
1292,2007,27.0,"0.241,309.24,","22.75,","3.00,",12.88,,,,,,,,,,,,,,,,
1293,2007,28.0,"0.233,309.61,","22.77,","2.50,",12.63,,,,,,,,,,,,,,,,
1294,2007,29.0,"0.226,309.61,","23.40,","2.52,",12.96,,,,,,,,,,,,,,,,
1295,2007,30.0,"0.219,309.36,","23.74,","3.22,",13.48,,,,,,,,,,,,,,,,
1296,2007,31.0,"0.212,309.09,","24.05,","4.06,",14.05,,,,,,,,,,,,,,,,
1297,2007,32.0,"0.206,308.68,","24.96,","3.87,",14.41,,,,,,,,,,,,,,,,
1298,2007,33.0,"0.200,308.10,","25.28,","4.34,",14.81,,,,,,,,,,,,,,,,
1299,2007,34.0,"0.195,307.19,","26.07,","5.42,",15.75,,,,,,,,,,,,,,,,
1300,2007,35.0,"0.194,305.83,","28.32,","5.87,",17.09,,,,,,,,,,,,,,,,
1301,2007,36.0,"0.194,303.78,","32.12,","6.71,",19.42,,,,,,,,,,,,,,,,
1302,2007,37.0,"0.196,301.54,","36.96,","8.87,",22.91,,,,,,,,,,,,,,,,
1303,2007,38.0,"0.200,299.44,","45.17,","10.61,",27.89,,,,,,,,,,,,,,,,
1304,2007,39.0,"0.207,297.51,","54.63,","10.16,",32.39,,,,,,,,,,,,,,,,
1305,2007,40.0,"0.211,295.50,","61.56,","8.94,",35.25,,,,,,,,,,,,,,,,
1306,2007,41.0,"0.212,292.78,","65.04,","11.32,",38.18,,,,,,,,,,,,,,,,
1307,2007,42.0,"0.207,289.58,","65.87,","16.88,",41.38,,,,,,,,,,,,,,,,
1308,2007,43.0,"0.203,285.97,","67.15,","27.76,",47.45,,,,,,,,,,,,,,,,
1309,2007,44.0,"0.198,282.88,","67.43,","28.41,",47.92,,,,,,,,,,,,,,,,
1310,2007,45.0,"0.193,280.29,","68.88,","29.40,",49.14,,,,,,,,,,,,,,,,
1311,2007,46.0,"0.185,278.02,","69.58,","30.97,",50.28,,,,,,,,,,,,,,,,
1312,2007,47.0,"0.173,276.02,","68.86,","31.90,",50.38,,,,,,,,,,,,,,,,
1313,2007,48.0,"0.155,274.03,","66.60,","31.56,",49.08,,,,,,,,,,,,,,,,
1314,2007,49.0,"0.134,271.85,","61.25,","32.65,",46.95,,,,,,,,,,,,,,,,
1315,2007,50.0,"0.118,270.11,","58.11,","32.43,",45.27,,,,,,,,,,,,,,,,
1316,2007,51.0,"0.114,269.45,","60.96,","29.15,",45.06,,,,,,,,,,,,,,,,
1317,2007,52.0,"0.117,269.61,","65.73,","25.29,",45.51,,,,,,,,,,,,,,,,
1318,2008,1.0,"0.122,270.26,","71.28,","21.66,",46.47,,,,,,,,,,,,,,,,
1319,2008,2.0,"0.125,271.12,","75.19,","16.90,",46.04,,,,,,,,,,,,,,,,
1320,2008,3.0,"0.128,272.23,","77.48,","13.76,",45.62,,,,,,,,,,,,,,,,
1321,2008,4.0,"0.131,273.42,","79.24,","12.26,",45.75,,,,,,,,,,,,,,,,
1322,2008,5.0,"0.135,274.66,","80.10,","10.45,",45.28,,,,,,,,,,,,,,,,
1323,2008,6.0,"0.143,276.23,","81.36,","9.94,",45.65,,,,,,,,,,,,,,,,
1324,2008,7.0,"0.149,277.35,","78.64,","12.92,",45.78,,,,,,,,,,,,,,,,
1325,2008,8.0,"0.155,279.19,","74.11,","13.90,",44.01,,,,,,,,,,,,,,,,
1326,2008,9.0,"0.166,282.03,","73.15,","11.07,",42.11,,,,,,,,,,,,,,,,
1327,2008,10.0,"0.175,283.79,","70.17,","13.04,",41.6,,,,,,,,,,,,,,,,
1328,2008,11.0,"0.188,285.38,","69.63,","13.21,",41.42,,,,,,,,,,,,,,,,
1329,2008,12.0,"0.204,286.61,","70.24,","16.46,",43.35,,,,,,,,,,,,,,,,
1330,2008,13.0,"0.229,288.05,","73.93,","21.05,",47.49,,,,,,,,,,,,,,,,
1331,2008,14.0,"0.264,289.97,","79.82,","23.32,",51.57,,,,,,,,,,,,,,,,
1332,2008,15.0,"0.293,291.51,","82.76,","27.83,",55.29,,,,,,,,,,,,,,,,
1333,2008,16.0,"0.323,293.08,","84.74,","32.61,",58.68,,,,,,,,,,,,,,,,
1334,2008,17.0,"0.347,294.46,","84.86,","41.39,",63.12,,,,,,,,,,,,,,,,
1335,2008,18.0,"0.364,295.55,","84.03,","48.22,",66.12,,,,,,,,,,,,,,,,
1336,2008,19.0,"0.378,296.64,","83.13,","56.52,",69.82,,,,,,,,,,,,,,,,
1337,2008,20.0,"0.379,296.73,","79.13,","68.40,",73.77,,,,,,,,,,,,,,,,
1338,2008,21.0,"0.383,297.98,","79.44,","65.11,",72.27,,,,,,,,,,,,,,,,
1339,2008,22.0,"0.386,299.92,","82.06,","54.63,",68.34,,,,,,,,,,,,,,,,
1340,2008,23.0,"0.379,301.09,","81.52,","48.60,",65.06,,,,,,,,,,,,,,,,
1341,2008,24.0,"0.368,301.89,","79.87,","46.42,",63.14,,,,,,,,,,,,,,,,
1342,2008,25.0,"0.357,302.40,","76.77,","48.40,",62.59,,,,,,,,,,,,,,,,
1343,2008,26.0,"0.349,303.17,","74.65,","46.84,",60.75,,,,,,,,,,,,,,,,
1344,2008,27.0,"0.341,303.81,","71.74,","45.02,",58.38,,,,,,,,,,,,,,,,
1345,2008,28.0,"0.330,304.01,","68.71,","44.55,",56.63,,,,,,,,,,,,,,,,
1346,2008,29.0,"0.326,304.46,","69.13,","41.31,",55.22,,,,,,,,,,,,,,,,
1347,2008,30.0,"0.318,305.01,","69.41,","35.77,",52.59,,,,,,,,,,,,,,,,
1348,2008,31.0,"0.302,304.36,","67.13,","39.28,",53.21,,,,,,,,,,,,,,,,
1349,2008,32.0,"0.287,304.11,","65.67,","38.27,",51.97,,,,,,,,,,,,,,,,
1350,2008,33.0,"0.271,304.67,","61.89,","30.45,",46.17,,,,,,,,,,,,,,,,
1351,2008,34.0,"0.251,303.93,","55.26,","31.15,",43.21,,,,,,,,,,,,,,,,
1352,2008,35.0,"0.236,302.77,","50.56,","31.15,",40.86,,,,,,,,,,,,,,,,
1353,2008,36.0,"0.220,300.93,","46.17,","31.40,",38.79,,,,,,,,,,,,,,,,
1354,2008,37.0,"0.205,298.45,","42.27,","37.43,",39.85,,,,,,,,,,,,,,,,
1355,2008,38.0,"0.194,295.98,","41.61,","45.36,",43.48,,,,,,,,,,,,,,,,
1356,2008,39.0,"0.190,294.16,","44.78,","45.18,",44.98,,,,,,,,,,,,,,,,
1357,2008,40.0,"0.190,292.66,","49.91,","37.78,",43.84,,,,,,,,,,,,,,,,
1358,2008,41.0,"0.194,291.31,","56.43,","25.34,",40.89,,,,,,,,,,,,,,,,
1359,2008,42.0,"0.197,290.28,","62.03,","9.66,",35.85,,,,,,,,,,,,,,,,
1360,2008,43.0,"0.201,289.03,","67.65,","3.02,",35.34,,,,,,,,,,,,,,,,
1361,2008,44.0,"0.199,286.42,","69.72,","3.33,",36.52,,,,,,,,,,,,,,,,
1362,2008,45.0,"0.197,284.54,","72.96,","2.85,",37.91,,,,,,,,,,,,,,,,
1363,2008,46.0,"0.192,283.43,","75.22,","1.46,",38.34,,,,,,,,,,,,,,,,
1364,2008,47.0,"0.182,281.88,","75.60,","1.69,",38.64,,,,,,,,,,,,,,,,
1365,2008,48.0,"0.167,279.58,","74.21,","4.87,",39.54,,,,,,,,,,,,,,,,
1366,2008,49.0,"0.149,277.19,","70.84,","8.99,",39.91,,,,,,,,,,,,,,,,
1367,2008,50.0,"0.128,274.21,","64.88,","15.41,",40.15,,,,,,,,,,,,,,,,
1368,2008,51.0,"0.114,271.76,","61.24,","20.35,",40.79,,,,,,,,,,,,,,,,
1369,2008,52.0,"0.105,270.31,","58.14,","22.94,",40.54,,,,,,,,,,,,,,,,
1370,2009,1.0,"0.097,268.43,","55.63,","28.80,",42.21,,,,,,,,,,,,,,,,
1371,2009,2.0,"0.092,267.61,","53.60,","30.46,",42.03,,,,,,,,,,,,,,,,
1372,2009,3.0,"0.090,267.84,","52.49,","30.19,",41.34,,,,,,,,,,,,,,,,
1373,2009,4.0,"0.093,268.90,","54.63,","28.80,",41.71,,,,,,,,,,,,,,,,
1374,2009,5.0,"0.100,270.73,","58.40,","24.89,",41.64,,,,,,,,,,,,,,,,
1375,2009,6.0,"0.110,272.37,","61.56,","24.35,",42.96,,,,,,,,,,,,,,,,
1376,2009,7.0,"0.122,274.37,","63.61,","24.31,",43.96,,,,,,,,,,,,,,,,
1377,2009,8.0,"0.135,276.52,","64.10,","23.78,",43.94,,,,,,,,,,,,,,,,
1378,2009,9.0,"0.147,278.27,","64.13,","25.44,",44.79,,,,,,,,,,,,,,,,
1379,2009,10.0,"0.163,280.81,","64.57,","24.68,",44.62,,,,,,,,,,,,,,,,
1380,2009,11.0,"0.179,282.93,","65.78,","23.48,",44.63,,,,,,,,,,,,,,,,
1381,2009,12.0,"0.203,285.96,","69.67,","19.43,",44.55,,,,,,,,,,,,,,,,
1382,2009,13.0,"0.234,289.71,","75.42,","12.94,",44.18,,,,,,,,,,,,,,,,
1383,2009,14.0,"0.261,292.16,","78.54,","11.71,",45.12,,,,,,,,,,,,,,,,
1384,2009,15.0,"0.283,294.22,","79.30,","11.35,",45.32,,,,,,,,,,,,,,,,
1385,2009,16.0,"0.301,295.49,","77.44,","15.37,",46.4,,,,,,,,,,,,,,,,
1386,2009,17.0,"0.318,296.67,","74.87,","22.27,",48.57,,,,,,,,,,,,,,,,
1387,2009,18.0,"0.331,297.89,","72.07,","26.66,",49.36,,,,,,,,,,,,,,,,
1388,2009,19.0,"0.339,298.77,","67.87,","35.44,",51.66,,,,,,,,,,,,,,,,
1389,2009,20.0,"0.343,299.85,","63.36,","39.01,",51.19,,,,,,,,,,,,,,,,
1390,2009,21.0,"0.344,301.01,","61.23,","38.43,",49.83,,,,,,,,,,,,,,,,
1391,2009,22.0,"0.339,302.08,","57.87,","36.31,",47.09,,,,,,,,,,,,,,,,
1392,2009,23.0,"0.326,303.20,","53.72,","31.15,",42.44,,,,,,,,,,,,,,,,
1393,2009,24.0,"0.307,303.82,","47.27,","30.39,",38.83,,,,,,,,,,,,,,,,
1394,2009,25.0,"0.292,304.47,","42.61,","31.17,",36.89,,,,,,,,,,,,,,,,
1395,2009,26.0,"0.282,305.30,","40.21,","29.68,",34.95,,,,,,,,,,,,,,,,
1396,2009,27.0,"0.270,305.74,","37.03,","30.15,",33.59,,,,,,,,,,,,,,,,
1397,2009,28.0,"0.257,305.92,","34.35,","30.22,",32.29,,,,,,,,,,,,,,,,
1398,2009,29.0,"0.247,305.87,","33.21,","30.69,",31.95,,,,,,,,,,,,,,,,
